no,name,lanes,length,lnChgDist,is_conn,from_link,from_lane,from_pos,to_link,to_pos,n_out,n_in,is_sink,is_source
10111,,2,32.1,1000.0,True,1220000402.0,1220000402 1,144.81248856591003,20.0,0.512583612314136,0,0,False,False
10112,,2,20.0,1000.0,True,21.0,21 1,168.10401945540298,174.0,75.40832187628219,0,0,False,False
10113,,2,22.8,1000.0,True,1220000502.0,1220000502 1,335.3497820566436,22.0,2.326647981069982,0,0,False,False
10114,,2,24.8,1000.0,True,43.0,43 1,92.58331814247816,407.0,1.1433949704617918,0,0,False,False
10115,,4,1.0,1000.0,True,1220021301.0,1220021301 1,141.90099999999998,1220021303.0,0.0005,0,0,False,False
10116,,2,16.3,1000.0,True,1220011101.0,1220011101 1,390.206,1220011103.0,0.0,0,0,False,False
10117,,2,12.8,1000.0,True,1220011003.0,1220011003 1,140.70464770774376,1220011001.0,0.0,0,0,False,False
10118,,2,135.8,1000.0,True,32.0,32 1,1960.9769876590374,30.0,1.677231137807338,0,0,False,False
10119,,2,130.6,1000.0,True,29.0,29 2,538.4397494919805,31.0,2.030656464320884,0,0,False,False
10120,,2,38.6,1000.0,True,1210021304.0,1210021304 4,132.81803332305583,1220002302.0,0.21485768529000387,0,0,False,False
10121,,1,61.7,1000.0,True,37.0,37 1,501.3197511551374,31.0,2.884438615965581,0,0,False,False
10122,,1,101.5,1000.0,True,29.0,29 1,536.5861791354279,38.0,47.57297833754866,0,0,False,False
10123,,1,19.4,1000.0,True,1210021304.0,1210021304 1,130.50521580587665,1220001900.0,0.2724318419181484,0,0,False,False
10124,,2,69.5,1000.0,True,37.0,37 1,537.0534501712738,39.0,4.472558356219544,0,0,False,False
10125,,4,50.4,1000.0,True,1220061200.0,1220061200 1,102.3949257346421,1220021204.0,0.7999056172004287,0,0,False,False
10126,,2,43.0,1000.0,True,1220061200.0,1220061200 5,103.23104581864274,1220001900.0,0.7753664374878878,0,0,False,False
10127,,1,17.4,1000.0,True,63.0,63 1,13.816626713812811,1220021204.0,26.40628487337182,0,0,False,False
10128,,4,47.8,1000.0,True,1220002202.0,1220002202 1,130.03740061216558,1220001900.0,1.0502709675100728,0,0,False,False
10129,,4,12.3,1000.0,True,1220021203.0,1220021203 1,199.39835235043648,1220021201.0,0.773308,0,0,False,False
10130,,1,12.3,1000.0,True,1220021203.0,1220021203 4,199.5749083504365,1220021201.0,0.664227,0,0,False,False
10131,,4,20.2,1000.0,True,1220021304.0,1220021304 1,112.910654,1210021304.0,0.578752,0,0,False,False
10132,,1,20.6,1000.0,True,1220021304.0,1220021304 4,112.926981,1210021304.0,0.513498,0,0,False,False
10133,,4,14.0,1000.0,True,1220021204.0,1220021204 1,155.194492,1210021204.0,0.081646,0,0,False,False
10134,,1,14.3,1000.0,True,1220021204.0,1220021204 4,155.636951,1210021204.0,0.38782,0,0,False,False
10135,,4,31.5,1000.0,True,1210021204.0,1210021204 1,94.70992135589294,1220021203.0,3.0971637782998296,0,0,False,False
10136,,4,31.8,1000.0,True,1220021303.0,1220021303 1,131.77877299999994,1220021304.0,1.251382,0,0,False,False
10137,,1,37.5,1000.0,True,1210021204.0,1210021204 5,92.84978945551084,92.0,0.952923,0,0,False,False
10138,,1,13.3,1000.0,True,1220021303.0,1220021303 1,130.78395572848302,92.0,0.330347,0,0,False,False
10139,,2,30.0,1000.0,True,91.0,91 1,41.81860732350346,1220021203.0,6.180980517957172,0,0,False,False
10140,,1,21.1,1000.0,True,91.0,91 1,34.45700527233572,1220021304.0,0.486335,0,0,False,False
10141,,3,7.0,1000.0,True,1220021902.0,1220021902 1,25.631397,94.0,0.0,0,0,False,False
10142,,1,9.8,1000.0,True,1220021201.0,1220021201 1,53.78324258575253,96.0,0.27459,0,0,False,False
10143,,1,5.8,1000.0,True,96.0,96 1,33.088544,94.0,0.311469,0,0,False,False
10144,,3,23.5,1000.0,True,1220021802.0,1220021802 1,119.24507676354258,1220021801.0,0.8272880000000142,0,0,False,False
10145,,1,19.8,1000.0,True,1220021802.0,1220021802 4,119.24507676354258,98.0,0.349772,0,0,False,False
10146,,4,22.5,1000.0,True,94.0,94 1,104.195642,1220021903.0,0.468762,0,0,False,False
10147,,1,12.5,1000.0,True,94.0,94 1,104.471316,98.0,0.746739,0,0,False,False
10148,,1,11.9,1000.0,True,97.0,97 1,76.16864122363445,1220021903.0,0.577204,0,0,False,False
10149,,1,32.1,1000.0,True,97.0,97 2,79.03152651976232,1220021801.0,0.1176400000000142,0,0,False,False
10150,,4,12.4,1000.0,True,1220021904.0,1220021904 1,16.80262,1210021904.0,2.4871939330868056,0,0,False,False
10151,,1,10.3,1000.0,True,1220021904.0,1220021904 4,17.670524,1210021904.0,1.002936,0,0,False,False
10152,,4,35.1,1000.0,True,1220021903.0,1220021903 1,115.75506991126832,1220021904.0,1.215065,0,0,False,False
10153,,3,36.8,1000.0,True,1220021803.0,1220021803 1,179.26512675195724,1220021802.0,5.780332065649532,0,0,False,False
10154,,3,23.0,1000.0,True,105.0,105 1,97.774197,1220024201.0,0.8421320910122321,0,0,False,False
10155,,1,22.4,1000.0,True,105.0,105 3,97.663869,1220024201.0,0.0,0,0,False,False
10156,,3,8.9,1000.0,True,106.0,106 1,74.650482,105.0,0.587631,0,0,False,False
10157,,1,8.2,1000.0,True,106.0,106 3,75.36886,105.0,0.361375,0,0,False,False
10158,,3,15.6,1000.0,True,113.0,113 1,250.252664,1220024801.0,1.9459626957393499,0,0,False,False
10159,,1,14.1,1000.0,True,113.0,113 3,250.200789,1220024801.0,0.222208,0,0,False,False
10160,,3,14.1,1000.0,True,111.0,111 1,130.308344,110.0,0.920398,0,0,False,False
10161,,1,15.1,1000.0,True,111.0,111 3,129.00245,110.0,0.234455,0,0,False,False
10162,,3,25.7,1000.0,True,110.0,110 1,63.084053,106.0,0.336836,0,0,False,False
10163,,3,11.6,1000.0,True,1220022504.0,1220022504 2,102.2852,114.0,0.278818,0,0,False,False
10164,,1,12.2,1000.0,True,1220022504.0,1220022504 4,102.492172,114.0,0.440175,0,0,False,False
10165,,4,17.7,1000.0,True,116.0,116 1,47.741317,1220022604.0,0.8533010697731188,0,0,False,False
10166,,1,17.9,1000.0,True,116.0,116 4,47.302415,1220022604.0,0.35423431447145814,0,0,False,False
10167,,4,43.5,1000.0,True,1220002001.0,1220002001 1,149.6750626234556,1220002302.0,0.7560873501580746,0,0,False,False
10168,,1,16.4,1000.0,True,1220024801.0,1220024801 1,154.56752457497115,1220022504.0,0.342466,0,0,False,False
10169,,1,39.4,1000.0,True,1220024801.0,1220024801 4,156.132452,1220024301.0,1.021922,0,0,False,False
10170,,2,46.1,1000.0,True,1220002001.0,1220002001 5,149.70085082574965,1220021204.0,1.0862501936132323,0,0,False,False
10171,,1,18.3,1000.0,True,1220002001.0,1220002001 1,132.11605585532007,65.0,0.2985964910500214,0,0,False,False
10172,,1,14.8,1000.0,True,459.0,459 1,31.8333818592804,1210018504.0,0.2930224501433969,0,0,False,False
10173,,4,49.4,1000.0,True,1220022604.0,1220022604 1,81.24440300000002,1220024301.0,1.166149,0,0,False,False
10174,,1,40.5,1000.0,True,1220022604.0,1220022604 5,81.24440300000002,1220024901.0,1.372489,0,0,False,False
10175,,1,32.7,1000.0,True,459.0,459 1,37.67485268548563,1220018403.0,0.526719653564633,0,0,False,False
10176,,4,41.9,1000.0,True,1220024201.0,1220024201 1,123.11229873274812,1220022504.0,0.777721,0,0,False,False
10177,,1,28.4,1000.0,True,1220024201.0,1220024201 1,113.96357980361289,1220024901.0,1.094375,0,0,False,False
10178,,1,26.2,1000.0,True,118.0,118 5,37.60451130207579,460.0,0.5214489878672771,0,0,False,False
10179,,4,11.6,1000.0,True,1220018404.0,1220018404 1,126.718487,118.0,0.610045,0,0,False,False
10180,,1,12.2,1000.0,True,1220018404.0,1220018404 4,127.032048,118.0,0.79072,0,0,False,False
10181,,4,12.6,1000.0,True,1210018504.0,1210018504 1,55.00314837235606,1220018504.0,0.142827,0,0,False,False
10182,,1,13.1,1000.0,True,1210018504.0,1210018504 4,55.37293337235606,1220018504.0,0.407162,0,0,False,False
10183,,4,9.2,1000.0,True,1220018403.0,1220018403 1,145.991678,1220018402.0,1.3699642437311037,0,0,False,False
10184,,4,11.5,1000.0,True,1220018503.0,1220018503 1,9.326135,122.0,0.315337,0,0,False,False
10185,,1,11.6,1000.0,True,1220018503.0,1220018503 4,9.721086,122.0,0.150909,0,0,False,False
10186,,4,10.5,1000.0,True,1220018502.0,1220018502 1,98.65265550769499,1220018503.0,0.461328,0,0,False,False
10187,,4,11.7,1000.0,True,1220018402.0,1220018402 1,13.94197995757321,121008402.0,0.482044,0,0,False,False
10188,,1,11.5,1000.0,True,1220018402.0,1220018402 4,14.223031957573209,121008402.0,0.029508,0,0,False,False
10189,,4,29.6,1000.0,True,122.0,122 1,124.008717,1210018504.0,0.2930224501433969,0,0,False,False
10190,,4,23.5,1000.0,True,118.0,118 1,37.624146,1220018403.0,0.050381,0,0,False,False
10191,,4,31.2,1000.0,True,121008402.0,121008402 1,74.916214,1210018401.0,0.705754,0,0,False,False
10192,,4,31.7,1000.0,True,128.0,128 1,61.893203,1220018502.0,0.658708,0,0,False,False
10193,,4,11.4,1000.0,True,1210018401.0,1210018401 1,75.494611,1220018401.0,1.084172,0,0,False,False
10194,,1,11.7,1000.0,True,1210018401.0,1210018401 4,75.365739,1220018401.0,0.554983,0,0,False,False
10195,,4,11.6,1000.0,True,1220018501.0,1220018501 1,181.162382,128.0,1.015475000000007,0,0,False,False
10196,,1,11.0,1000.0,True,1220018501.0,1220018501 4,182.371458,128.0,0.8417150000000071,0,0,False,False
10197,,4,48.5,1000.0,True,1220018504.0,1220018504 1,96.50506200451727,1220021301.0,0.0,0,0,False,False
10198,,1,36.0,1000.0,True,1220018504.0,1220018504 5,96.59722332989647,1220021902.0,0.186989,0,0,False,False
10199,,1,21.5,1000.0,True,1220018504.0,1220018504 1,95.46212382353612,1220018202.0,2.683774,0,0,False,False
10200,,4,46.4,1000.0,True,1220021201.0,1220021201 1,69.012799,1220018404.0,0.6601969999999858,0,0,False,False
10201,,1,46.7,1000.0,True,1220021201.0,1220021201 5,69.012799,1220018202.0,0.697298,0,0,False,False
10202,,3,58.2,1000.0,True,1220021801.0,1220021801 1,121.41653815808165,1220018202.0,0.714676,0,0,False,False
10203,,1,43.7,1000.0,True,1220021801.0,1220021801 4,122.29005301272464,1220021301.0,0.0,0,0,False,False
10204,,1,25.6,1000.0,True,1220021801.0,1220021801 1,121.22247181583025,1220018404.0,0.6055969999999858,0,0,False,False
10205,,3,47.9,1000.0,True,1210018302.0,1210018302 1,142.882417,1220021902.0,0.691838,0,0,False,False
10206,,1,42.1,1000.0,True,1210018302.0,1210018302 4,142.882417,1220018404.0,0.4192629999999858,0,0,False,False
10207,,1,26.4,1000.0,True,1210018302.0,1210018302 1,142.85203151200142,1220021301.0,0.0,0,0,False,False
10208,,3,19.2,1000.0,True,1220018202.0,1220018202 1,146.148781,1210018202.0,0.565777,0,0,False,False
10209,,3,17.7,1000.0,True,1220018302.0,1220018302 1,90.628602,1210018302.0,0.449299,0,0,False,False
10210,,1,18.4,1000.0,True,1220018302.0,1220018302 3,90.689019,1210018302.0,0.886743,0,0,False,False
10211,,3,17.3,1000.0,True,136.0,136 1,19.814669,1220018301.0,0.0,0,0,False,False
10212,,3,20.0,1000.0,True,1220015100.0,1220015100 1,233.84174965331124,136.0,0.98843,0,0,False,False
10213,,1,19.5,1000.0,True,1220015100.0,1220015100 3,234.03317265331123,136.0,0.477462,0,0,False,False
10214,,1,16.6,1000.0,True,136.0,136 4,20.468038,1220018301.0,0.0,0,0,False,False
10215,,1,18.5,1000.0,True,138.0,138 1,130.23047216006998,1220018301.0,0.0,0,0,False,False
10216,,3,23.0,1000.0,True,1220018301.0,1220018301 1,38.131401774589854,1220018302.0,0.800309,0,0,False,False
10217,,1,20.9,1000.0,True,1220018301.0,1220018301 4,36.34332499999999,140.0,0.078508,0,0,False,False
10218,,3,24.5,1000.0,True,1210018202.0,1210018202 1,89.557579,1220018201.0,1.969446056978329,0,0,False,False
10219,,1,16.5,1000.0,True,1210018202.0,1210018202 1,89.716127,140.0,0.32327,0,0,False,False
10220,,1,27.3,1000.0,True,141.0,141 1,23.18309,1220018302.0,0.428448,0,0,False,False
10221,,1,13.2,1000.0,True,141.0,141 1,20.388838,1220018201.0,2.858827520698097,0,0,False,False
10222,,1,23.3,1000.0,True,1220018201.0,1220018201 1,63.6620325206981,142.0,0.809453,0,0,False,False
10223,,3,5.3,1000.0,True,1220018201.0,1220018201 1,287.0554975206981,1220015000.0,0.003283,0,0,False,False
10224,,1,7.5,1000.0,True,1220018201.0,1220018201 3,286.3618565206981,1220015000.0,0.614414,0,0,False,False
10225,,2,29.4,1000.0,True,1210015600.0,1210015600 1,145.173545,1220013600.0,0.53918,0,0,False,False
10226,,2,30.7,1000.0,True,1220013700.0,1220013700 1,221.055146,1220015700.0,0.0,0,0,False,False
10227,,1,22.3,1000.0,True,1210015600.0,1210015600 2,145.173545,1220013000.0,0.340044,0,0,False,False
10228,,1,18.1,1000.0,True,1220013700.0,1220013700 1,219.88028811674567,1220013000.0,0.466524,0,0,False,False
10229,,1,23.0,1000.0,True,1220013100.0,1220013100 1,276.8075227336389,1220013600.0,0.857477,0,0,False,False
10230,,1,15.7,1000.0,True,1220013100.0,1220013100 1,277.0097400781386,1220015700.0,0.0,0,0,False,False
10231,,3,14.2,1000.0,True,1220012700.0,1220012700 1,162.03634,1210012700.0,0.0,0,0,False,False
10232,,1,14.9,1000.0,True,1220012700.0,1220012700 3,162.257625,1210012700.0,0.73263,0,0,False,False
10233,,3,14.4,1000.0,True,1220012600.0,1220012600 1,168.273393,1210012600.0,0.716652,0,0,False,False
10234,,1,13.8,1000.0,True,1220012600.0,1220012600 3,168.760591,1210012600.0,0.229184,0,0,False,False
10235,,3,36.2,1000.0,True,1220015000.0,1220015000 1,30.010525,1220012600.0,0.364728,0,0,False,False
10236,,1,22.4,1000.0,True,1220015000.0,1220015000 1,28.651408719053997,1220012003.0,0.881205,0,0,False,False
10237,,1,38.4,1000.0,True,1220015000.0,1220015000 4,30.444206,1220013700.0,0.668343,0,0,False,False
10238,,2,60.6,1000.0,True,1220013600.0,1220013600 1,217.248861,1220012003.0,0.496722,0,0,False,False
10239,,1,30.9,1000.0,True,1220013600.0,1220013600 1,216.22818980630694,1220015100.0,6.618833122486905,0,0,False,False
10240,,1,44.5,1000.0,True,1220013600.0,1220013600 2,217.248861,1220012600.0,0.183998,0,0,False,False
10241,,2,58.2,1000.0,True,1220012103.0,1220012103 1,110.663306,1220013700.0,0.982722,0,0,False,False
10242,,1,39.4,1000.0,True,1220012103.0,1220012103 2,110.663306,1220015100.0,5.884173194727791,0,0,False,False
10243,,1,28.7,1000.0,True,1220012103.0,1220012103 1,109.71446874138971,1220012600.0,1.434863,0,0,False,False
10244,,3,43.1,1000.0,True,1210012700.0,1210012700 1,136.49697798307753,1220015100.0,6.798776182906224,0,0,False,False
10245,,1,42.3,1000.0,True,1210012700.0,1210012700 4,137.28632686461188,1220012003.0,0.842369,0,0,False,False
10246,,1,27.8,1000.0,True,1210012700.0,1210012700 1,136.17249841581366,1220013700.0,0.982722,0,0,False,False
10247,,3,11.0,1000.0,True,1220009503.0,1220009503 1,126.916737,1210009503.0,0.901177,0,0,False,False
10248,,3,34.1,1000.0,True,1210012600.0,1210012600 1,129.80213577174786,1220009403.0,0.19799,0,0,False,False
10249,,3,32.5,1000.0,True,1210009503.0,1210009503 1,67.65326050520282,1220012700.0,1.032057,0,0,False,False
10250,,1,30.2,1000.0,True,1210012600.0,1210012600 4,129.80213577174786,1220011300.0,0.652262,0,0,False,False
10251,,1,27.9,1000.0,True,1210009503.0,1210009503 4,67.3159761075156,1220009600.0,0.214447,0,0,False,False
10252,,1,25.7,1000.0,True,1210012600.0,1210012600 1,129.93897494064092,1220009600.0,0.530945,0,0,False,False
10253,,1,22.5,1000.0,True,1210009503.0,1210009503 1,67.38424955040357,1220011300.0,0.360891,0,0,False,False
10254,,1,36.5,1000.0,True,1210009700.0,1210009700 1,179.543051,1220011300.0,0.392897,0,0,False,False
10255,,1,14.3,1000.0,True,1210009700.0,1210009700 1,178.4731405878631,1220009403.0,0.562561,0,0,False,False
10256,,1,30.1,1000.0,True,1210009700.0,1210009700 1,179.42325,1220012700.0,0.652448,0,0,False,False
10257,,1,37.2,1000.0,True,1220011200.0,1220011200 1,274.5545034358311,1220009600.0,1.032084,0,0,False,False
10258,,1,14.4,1000.0,True,1220011200.0,1220011200 1,274.8210385073455,1220012700.0,0.930612,0,0,False,False
10259,,1,29.1,1000.0,True,1220011200.0,1220011200 1,274.5703734358311,1220009403.0,0.127679,0,0,False,False
10260,,3,10.6,1000.0,True,1220009403.0,1220009403 1,91.468803,1210009403.0,0.706302,0,0,False,False
10261,,1,10.7,1000.0,True,1220009403.0,1220009403 3,91.335746,1210009403.0,0.265217,0,0,False,False
10262,,1,15.1,1000.0,True,1210009502.0,1210009502 4,51.202229061765884,167.0,2.005056257326309,0,0,False,False
10263,,3,14.1,1000.0,True,1210009502.0,1210009502 1,50.327614,1220009503.0,0.532745,0,0,False,False
10264,,1,5.9,1000.0,True,1210009502.0,1210009502 1,51.139124571614616,165.0,0.14597,0,0,False,False
10265,,3,22.0,1000.0,True,1210009403.0,1210009403 1,100.29545,1220009402.0,6.929352360719869,0,0,False,False
10266,,1,23.6,1000.0,True,1210009403.0,1210009403 4,100.29545,165.0,0.10266,0,0,False,False
10267,,1,24.6,1000.0,True,1210009403.0,1210009403 1,101.17688573285811,167.0,3.9758469893147756,0,0,False,False
10268,,1,7.6,1000.0,True,166.0,166 1,24.731785,1220009402.0,15.262166302496485,0,0,False,False
10269,,1,7.2,1000.0,True,164.0,164 1,42.879896,1220009503.0,0.348699,0,0,False,False
10270,,3,17.2,1000.0,True,1220009402.0,1220009402 1,80.44736131142277,168.0,0.057594,0,0,False,False
10271,,1,4.7,1000.0,True,168.0,168 1,101.718898,170.0,0.288152,0,0,False,False
10272,,3,4.0,1000.0,True,168.0,168 2,102.638906,1210009402.0,0.226743,0,0,False,False
10273,,1,9.2,1000.0,True,172.0,172 1,10.231928,1220009502.0,17.492169,0,0,False,False
10274,,1,8.5,1000.0,True,1220000704.0,1220000704 1,314.050129,172.0,0.554697,0,0,False,False
10275,,3,8.6,1000.0,True,1220009502.0,1220009502 1,154.997739,1210009502.0,0.070338,0,0,False,False
10276,,1,9.7,1000.0,True,1220009502.0,1220009502 3,155.357486,1210009502.0,0.475514,0,0,False,False
10277,,4,8.2,1000.0,True,1220000502.0,1220000502 1,459.852352,176.0,0.4219759999999858,0,0,False,False
10278,,1,8.2,1000.0,True,1220000502.0,1220000502 4,460.227464,176.0,0.3824789999999858,0,0,False,False
10279,,1,10.0,1000.0,True,1220021803.0,1220021803 1,178.8823758813409,463.0,0.41477594994352773,0,0,False,False
10280,,3,13.2,1000.0,True,174.0,174 1,500.005527,173.0,0.335067,0,0,False,False
10281,,1,13.4,1000.0,True,174.0,174 4,500.272643,173.0,0.689642,0,0,False,False
10282,,4,21.7,1000.0,True,1220000704.0,1220000704 1,334.0085753025307,1220000502.0,0.317587,0,0,False,False
10283,,3,26.5,1000.0,True,1210009402.0,1210009402 1,22.105425,1220000803.0,3.699224655536139,0,0,False,False
10284,,1,11.6,1000.0,True,170.0,170 1,22.116532,1220000502.0,19.089643,0,0,False,False
10285,,3,17.9,1000.0,True,173.0,173 1,29.850636352047175,1220000803.0,1.1833094883037423,0,0,False,False
10286,,2,27.0,1000.0,True,173.0,173 4,29.267841487577492,1220009502.0,0.386387,0,0,False,False
10287,,4,8.0,1000.0,True,182.0,182 1,483.972341,183.0,0.014406,0,0,False,False
10288,,1,8.2,1000.0,True,182.0,182 4,484.31696,183.0,0.604412,0,0,False,False
10289,,4,9.5,1000.0,True,1220000402.0,1220000402 1,509.1689332091867,178.0,0.09783693222863121,0,0,False,False
10290,,1,9.1,1000.0,True,1220000402.0,1220000402 4,509.72601310672616,178.0,0.09783693222863121,0,0,False,False
10291,,4,8.9,1000.0,True,1220000300.0,1220000300 1,26.605778,182.0,0.347076,0,0,False,False
10292,,4,37.1,1000.0,True,176.0,176 1,88.66226379579473,1220000300.0,0.323235,0,0,False,False
10293,,4,37.6,1000.0,True,178.0,178 1,67.03284811491824,1220000600.0,0.216047,0,0,False,False
10294,,1,44.3,1000.0,True,178.0,178 5,67.03284811491824,1220007501.0,0.757226,0,0,False,False
10295,,1,19.3,1000.0,True,178.0,178 1,67.47215929595866,1220044400.0,0.735047,0,0,False,False
10296,,1,33.6,1000.0,True,176.0,176 1,87.0388560643823,1220007501.0,0.53365,0,0,False,False
10297,,1,43.3,1000.0,True,176.0,176 5,88.52756940792625,1220044400.0,0.463871,0,0,False,False
10298,,1,51.1,1000.0,True,1220007401.0,1220007401 1,146.319716,1220044400.0,0.480702,0,0,False,False
10299,,1,23.6,1000.0,True,1220007401.0,1220007401 1,145.59687928169456,1220000300.0,13.177327,0,0,False,False
10300,,1,42.7,1000.0,True,1220007401.0,1220007401 2,146.02149,1220000600.0,0.754282,0,0,False,False
10301,,1,34.1,1000.0,True,1220044500.0,1220044500 2,690.1059784124615,1220000300.0,0.476438,0,0,False,False
10302,,2,53.9,1000.0,True,1220044500.0,1220044500 1,690.1059784124615,1220007501.0,0.623829,0,0,False,False
10303,,1,17.3,1000.0,True,1220044500.0,1220044500 1,690.2193290440089,1220000600.0,0.187746,0,0,False,False
10304,,2,19.7,1000.0,True,1220007402.0,1220007402 1,210.472544,1220007401.0,0.539215,0,0,False,False
10305,,2,19.3,1000.0,True,1220007501.0,1220007501 1,146.671125,1220007502.0,0.478613,0,0,False,False
10306,,1,16.1,1000.0,True,1220007402.0,1220007402 2,210.958822,190.0,0.798008,0,0,False,False
10307,,1,9.8,1000.0,True,1220007402.0,1220007402 1,210.764115,188.0,0.335629,0,0,False,False
10308,,1,9.6,1000.0,True,187.0,187 1,182.48013132071162,1220007401.0,0.276349,0,0,False,False
10309,,1,18.0,1000.0,True,187.0,187 1,182.90051451644598,1220007502.0,0.86395,0,0,False,False
10310,,1,20.1,1000.0,True,189.0,189 1,26.481293,1220007401.0,0.366528,0,0,False,False
10311,,1,10.1,1000.0,True,189.0,189 1,24.805214852745085,1220007502.0,0.766596,0,0,False,False
10312,,1,16.3,1000.0,True,1220007501.0,1220007501 2,147.298821,188.0,0.088942,0,0,False,False
10313,,1,12.5,1000.0,True,1220007501.0,1220007501 1,147.636337,190.0,0.831939,0,0,False,False
10314,,1,6.9,1000.0,True,199.0,199 1,243.453065,194.0,0.294177,0,0,False,False
10315,,1,3.8,1000.0,True,196.0,196 1,90.962085,200.0,0.203315,0,0,False,False
10316,,1,15.0,1000.0,True,1220009600.0,1220009600 1,179.898972,199.0,0.347758,0,0,False,False
10317,,1,17.2,1000.0,True,200.0,200 1,243.581235,1210009700.0,0.556459,0,0,False,False
10318,,1,7.9,1000.0,True,201.0,201 1,17.175117000000004,1210009700.0,0.982034,0,0,False,False
10319,,1,14.4,1000.0,True,201.0,201 1,17.186559000000003,199.0,0.540607,0,0,False,False
10320,,1,13.0,1000.0,True,1220009600.0,1220009600 1,180.077751,202.0,0.251734,0,0,False,False
10321,,1,11.5,1000.0,True,200.0,200 1,243.757992,202.0,0.620181,0,0,False,False
10322,,1,10.2,1000.0,True,194.0,194 1,90.780665,1210009600.0,0.211117,0,0,False,False
10323,,1,10.3,1000.0,True,1220009700.0,1220009700 1,120.137954,196.0,0.296723,0,0,False,False
10324,,1,9.1,1000.0,True,197.0,197 1,106.2104355368239,1210009600.0,0.303569,0,0,False,False
10325,,1,13.1,1000.0,True,197.0,197 1,106.37180553682389,196.0,0.380817,0,0,False,False
10326,,1,13.9,1000.0,True,1220009700.0,1220009700 1,120.137954,198.0,0.47138300000000355,0,0,False,False
10327,,1,9.1,1000.0,True,194.0,194 1,90.759758,198.0,1.1168620000000036,0,0,False,False
10328,,2,20.7,1000.0,True,1220008601.0,1220008601 1,35.91907355818521,1220007402.0,0.264974,0,0,False,False
10329,,2,21.6,1000.0,True,1220007502.0,1220007502 1,211.415553,1220008701.0,1.107421049835133,0,0,False,False
10330,,1,18.9,1000.0,True,1220008601.0,1220008601 2,34.86118971143632,1220009700.0,0.200589,0,0,False,False
10331,,1,15.8,1000.0,True,1220007502.0,1220007502 1,211.256267,1220009700.0,0.446307,0,0,False,False
10332,,1,13.2,1000.0,True,1210009600.0,1210009600 1,118.22713704206265,1220008701.0,1.0801308496709756,0,0,False,False
10333,,1,23.0,1000.0,True,1210009600.0,1210009600 1,120.127215,1220007402.0,0.158973,0,0,False,False
10334,,2,16.4,1000.0,True,1220008701.0,1220008701 1,35.709947546258114,1220008702.0,0.794829,0,0,False,False
10335,,2,15.3,1000.0,True,1220008602.0,1220008602 1,179.992482,1220008601.0,0.6184340000000071,0,0,False,False
10336,,2,11.4,1000.0,True,1210008603.0,1210008603 1,151.845121,1220008602.0,0.121981,0,0,False,False
10337,,2,20.0,1000.0,True,1220008702.0,1220008702 1,171.069349,1220008703.0,0.06938521523082486,0,0,False,False
10338,,1,12.8,1000.0,True,1210008603.0,1210008603 2,151.872792,210.0,0.363373,0,0,False,False
10339,,1,7.1,1000.0,True,209.0,209 1,123.16943548359043,1220008703.0,0.791585365499514,0,0,False,False
10340,,1,13.8,1000.0,True,209.0,209 1,124.6543571105726,1220008602.0,0.282215,0,0,False,False
10341,,1,15.6,1000.0,True,1220008702.0,1220008702 1,171.069349,210.0,0.492405,0,0,False,False
10342,,2,6.0,1000.0,True,1220008603.0,1220008603 1,17.486090376028464,1210008603.0,0.135129,0,0,False,False
10343,,2,6.4,1000.0,True,1220008703.0,1220008703 1,151.22293369076198,1210008703.0,0.316726,0,0,False,False
10344,,2,11.5,1000.0,True,1220017300.0,1220017300 1,164.269345,23.0,0.213284,0,0,False,False
10345,,2,27.2,1000.0,True,1220012003.0,1220012003 1,113.057515,213.0,0.668909,0,0,False,False
10346,,2,27.0,1000.0,True,1210012103.0,1210012103 1,130.945404,1220012103.0,0.524808,0,0,False,False
10347,,2,16.0,1000.0,True,213.0,213 1,132.751245,1220012002.0,0.956975,0,0,False,False
10348,,2,14.2,1000.0,True,1220012102.0,1220012102 1,85.039943,1210012103.0,0.077447,0,0,False,False
10349,,1,9.1,1000.0,True,217.0,217 1,18.46259,1220012002.0,0.432309,0,0,False,False
10350,,1,13.5,1000.0,True,217.0,217 1,18.385578,1210012103.0,0.289567,0,0,False,False
10351,,1,9.1,1000.0,True,213.0,213 1,129.951078,218.0,0.057998,0,0,False,False
10352,,1,15.5,1000.0,True,1220012102.0,1220012102 2,85.262607,218.0,0.312638,0,0,False,False
10353,,1,21.9,1000.0,True,1210012101.0,1210012101 1,313.774589,221.0,0.647896,0,0,False,False
10354,,1,24.5,1000.0,True,222.0,222 1,38.222656,1220012102.0,56.314515,0,0,False,False
10355,,1,9.4,1000.0,True,224.0,224 1,13.485557,223.0,0.341889,0,0,False,False
10356,,1,12.2,1000.0,True,224.0,224 1,13.58358,222.0,0.590314,0,0,False,False
10357,,2,19.6,1000.0,True,1220012002.0,1220012002 1,78.44701015783818,1220012001.0,0.0,0,0,False,False
10358,,2,15.0,1000.0,True,1210012101.0,1210012101 1,409.54295,1220012102.0,0.186892,0,0,False,False
10359,,1,6.7,1000.0,True,225.0,225 1,29.961442,1220012001.0,0.426076,0,0,False,False
10360,,1,19.1,1000.0,True,225.0,225 1,30.459113,1220012102.0,0.715432,0,0,False,False
10361,,1,12.6,1000.0,True,1210012101.0,1210012101 2,409.512043,226.0,0.07283,0,0,False,False
