sim_sec,veh_no,lane,pos_m,route_decision_no,route_no,route_decision_type,decision_vartype,route_vartype,type_vartype
994,"4637","56-1","97.767149111833",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
994,"4662","10621-1","247.908770964198","1129","1","STATIC",3,3,8
994,"4700","56-3","19.6189956829718","1126","2","STATIC",3,3,8
994,"4710","56-3","33.2091898905626","1138","2","STATIC",3,3,8
994,"4781","56-1","205.713621624569",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
994,"4814","57-1","33.7572627376495","1129","3","STATIC",3,3,8
994,"4821","56-2","297.779525656325","1129","2","STATIC",3,3,8
994,"5166","10634-2","48.3276834385739","1126","2","STATIC",3,3,8
995,"207","10634-3","45.9370858535356","1140","2","STATIC",3,3,8
995,"818","56-1","129.35027665991",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
995,"929","57-2","358.881570261776","1129","2","STATIC",3,3,8
995,"1107","56-4","203.205230091242",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
995,"1189","56-4","270.686807509838","1129","1","STATIC",3,3,8
995,"2241","56-2","97.8002392059804",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
995,"2372","10621-2","803.488936253334",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
995,"3123","56-3","209.214837727281",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
995,"4023","56-2","299.29099478958","1129","3","STATIC",3,3,8
995,"4293","56-1","20.0871387818302",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
995,"4351","10634-2","10.6309218382585",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
995,"4424","10621-1","529.729552157626",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
995,"4459","10634-3","14.4162840162829","1126","2","STATIC",3,3,8
995,"4479","56-3","299.756549272025","1129","1","STATIC",3,3,8
995,"4556","57-1","326.74089317046","1129","2","STATIC",3,3,8
995,"4637","56-1","110.380001783976",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
995,"4662","10621-1","260.59261445577","1129","1","STATIC",3,3,8
995,"4700","56-4","32.3471935364924","1126","2","STATIC",3,3,8
995,"4710","56-3","43.8365061482982",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
995,"4781","56-1","233.425236322457",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
995,"4814","57-1","45.5288186773524","1129","3","STATIC",3,3,8
995,"4821","56-2","329.371825792529","1129","2","STATIC",3,3,8
995,"5166","56-2","3.5878445852987","1126","2","STATIC",3,3,8
996,"207","10634-3","55.57330161729","1140","2","STATIC",3,3,8
996,"818","56-1","141.291518091529",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
996,"929","57-2","371.182445002847","1129","2","STATIC",3,3,8
996,"1107","56-4","234.448297334034",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
996,"1189","56-4","301.820943795296","1129","1","STATIC",3,3,8
996,"2241","56-2","109.644948214748",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
996,"2372","10621-2","838.32622454011",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
996,"3123","56-3","230.129240399922",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
996,"4023","56-1","327.410494427242","1129","3","STATIC",3,3,8
996,"4293","56-1","36.6289916799344",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
996,"4351","10634-2","29.1930323584812",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
996,"4424","10621-1","541.247316433595",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
996,"4459","10634-3","25.2263060575247","1126","2","STATIC",3,3,8
996,"4479","56-3","330.091515330031","1129","1","STATIC",3,3,8
996,"4556","57-1","338.343658483767","1129","2","STATIC",3,3,8
996,"4637","56-1","122.710270814795",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
996,"4662","10621-1","273.068043424057","1129","1","STATIC",3,3,8
996,"4700","56-4","47.7240064311142",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
996,"4710","56-3","54.4638224060338",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
996,"4781","56-1","262.014672420632","1129","2","STATIC",3,3,8
996,"4797","10634-3","5.61145641084552","1126","2","STATIC",3,3,8
996,"4814","57-1","57.4419272338151","1129","3","STATIC",3,3,8
996,"4821","56-2","361.848507721496","1129","2","STATIC",3,3,8
996,"5166","56-2","20.6227585874909","1126","2","STATIC",3,3,8
997,"207","56-3","2.97690530532902","1140","2","STATIC",3,3,8
997,"818","56-1","153.412560361996",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
997,"929","57-2","381.773070668587","1129","2","STATIC",3,3,8
997,"1107","56-4","265.956986609393","1129","1","STATIC",3,3,8
997,"1189","56-4","333.873536098106","1129","1","STATIC",3,3,8
997,"2241","56-2","121.768380785818",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
997,"2372","10621-2","873.411679881156",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
997,"3123","56-3","250.807452942957",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
997,"3395","10634-3","0.932087759426238","1140","2","STATIC",3,3,8
997,"4023","56-1","354.88052226747","1129","3","STATIC",3,3,8
997,"4293","56-1","53.0370176299155",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
997,"4351","10634-2","47.5807158861436",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
997,"4424","10621-1","552.860758876552",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
997,"4459","10634-3","35.9785111925148","1126","2","STATIC",3,3,8
997,"4479","56-3","361.236702838908","1129","1","STATIC",3,3,8
997,"4556","57-1","350.189137858159","1129","2","STATIC",3,3,8
997,"4637","56-1","134.950879637503",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
997,"4662","10621-1","285.335057869058","1129","1","STATIC",3,3,8
997,"4700","56-4","65.5059677865978",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
997,"4710","56-3","65.3007733103031",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
997,"4781","56-1","291.026073114461","1129","2","STATIC",3,3,8
997,"4797","10634-3","16.4034644344446","1126","2","STATIC",3,3,8
997,"4814","57-1","69.4965884070378","1129","3","STATIC",3,3,8
997,"4821","56-2","395.188692410328","1129","2","STATIC",3,3,8
997,"5166","56-2","37.4811898245758","1126","2","STATIC",3,3,8
998,"207","56-3","12.0894443533836","1140","2","STATIC",3,3,8
998,"818","56-1","165.71340347131",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
998,"929","57-2","390.675821080308","1129","2","STATIC",3,3,8
998,"1107","56-4","297.731297917319","1129","1","STATIC",3,3,8
998,"1189","56-4","366.822326930314","1129","1","STATIC",3,3,8
998,"2241","56-2","134.170536919191",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
998,"2372","10621-2","908.497135222201",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
998,"3123","56-3","271.249475356386","1129","1","STATIC",3,3,8
998,"3395","10634-3","12.3428631429728","1140","2","STATIC",3,3,8
998,"4023","56-1","381.701207247189","1129","3","STATIC",3,3,8
998,"4293","56-1","69.2990905269437",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
998,"4351","56-2","3.8377684956974",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
998,"4424","10621-1","564.569879486497",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
998,"4459","10634-3","46.6427147438622","1126","2","STATIC",3,3,8
998,"4479","56-3","393.175272878701","1129","1","STATIC",3,3,8
998,"4556","57-1","362.277331293638","1129","2","STATIC",3,3,8
998,"4637","56-1","147.178509994437",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
998,"4662","10621-1","297.393657790773","1129","1","STATIC",3,3,8
998,"4700","56-4","85.4617851105097",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
998,"4710","56-3","76.3473588611063",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
998,"4781","56-2","320.450669022002","1129","2","STATIC",3,3,8
998,"4797","10634-3","27.1620991707969","1126","2","STATIC",3,3,8
998,"4814","57-1","81.6928021970203","1129","3","STATIC",3,3,8
998,"4821","56-2","429.372053619409","1129","2","STATIC",3,3,8
998,"5166","56-2","54.1750252905505",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
999,"207","56-3","20.9401450435882","1140","2","STATIC",3,3,8
999,"818","56-1","178.194047419473",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
999,"929","57-2","397.921146136944","1129","2","STATIC",3,3,8
999,"1107","56-4","329.771231257814","1129","1","STATIC",3,3,8
999,"1189","56-4","400.645607157166","1129","1","STATIC",3,3,8
999,"2241","56-2","146.851416614867",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
999,"3123","56-3","291.691497769815","1129","1","STATIC",3,3,8
999,"3395","10634-3","23.531856038372","1140","2","STATIC",3,3,8
999,"4023","56-1","407.873241235444","1129","3","STATIC",3,3,8
999,"4293","56-1","85.4142908580935",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
999,"4351","56-2","21.9200273168048",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
999,"4424","10621-1","576.374678263429",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
999,"4459","10634-3","57.1794969462855","1126","2","STATIC",3,3,8
999,"4479","56-3","425.890660534827","1129","1","STATIC",3,3,8
999,"4556","57-1","374.365524729118","1129","2","STATIC",3,3,8
999,"4637","56-1","159.415749269286",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
999,"4662","10621-1","309.243843189203","1129","1","STATIC",3,3,8
999,"4700","56-4","107.396329996758",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
999,"4710","56-3","87.6035790584433",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
999,"4781","56-2","350.710272841027","1129","2","STATIC",3,3,8
999,"4797","10634-3","37.8736144388932","1126","2","STATIC",3,3,8
999,"4814","57-1","94.0305686037627","1129","3","STATIC",3,3,8
999,"4821","56-2","464.378860061629","1129","2","STATIC",3,3,8
999,"5166","56-2","70.7164997312785",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1000,"207","56-3","29.7908457337928","1140","2","STATIC",3,3,8
1000,"818","56-1","190.854492206485",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1000,"929","57-2","403.55258435878","1129","2","STATIC",3,3,8
1000,"1107","56-4","361.811164598308","1129","1","STATIC",3,3,8
1000,"1189","56-4","434.993709247156","1129","1","STATIC",3,3,8
1000,"2241","56-2","159.811019872846",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1000,"3123","56-3","312.36971031285","1129","1","STATIC",3,3,8
1000,"3395","10634-3","34.6136445772911","1140","2","STATIC",3,3,8
1000,"3832","10634-3","9.8832681023962","1140","2","STATIC",3,3,8
1000,"4023","56-1","433.409611980828","1129","3","STATIC",3,3,8
1000,"4293","56-1","101.383352079199",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1000,"4351","56-2","39.8706780436419",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1000,"4424","10621-1","588.27515520735",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1000,"4459","56-3","5.56657521719757","1126","2","STATIC",3,3,8
1000,"4479","56-3","459.366646749066","1129","1","STATIC",3,3,8
1000,"4556","57-1","386.21100410351","1129","2","STATIC",3,3,8
1000,"4637","56-1","171.783875082212",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1000,"4662","10621-1","321.094028587633","1129","1","STATIC",3,3,8
1000,"4700","56-4","131.14063318471",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1000,"4710","56-3","99.0694339023141",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1000,"4781","56-2","381.787516546628","1129","2","STATIC",3,3,8
1000,"4797","10634-3","48.5213578503536","1126","2","STATIC",3,3,8
1000,"4814","57-1","106.509887627265","1129","3","STATIC",3,3,8
1000,"4821","57-2","20.1452843901084","1129","2","STATIC",3,3,8
1000,"5166","56-2","87.1253457971947",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1001,"207","56-3","38.9033847818473","1140","2","STATIC",3,3,8
1001,"818","56-1","203.694737832344",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1001,"929","57-2","407.636587897511","1129","2","STATIC",3,3,8
1001,"1107","56-4","393.585475906234","1129","1","STATIC",3,3,8
1001,"1189","10621-2","3.76107494745833","1129","1","STATIC",3,3,8
1001,"2241","56-2","172.770623130824",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1001,"3123","56-3","333.284112985491","1129","1","STATIC",3,3,8
1001,"3395","10634-3","45.5956898430454","1140","2","STATIC",3,3,8
1001,"3832","10634-3","21.3309500867126","1140","2","STATIC",3,3,8
1001,"4023","56-1","458.323792025127","1129","3","STATIC",3,3,8
1001,"4293","56-1","117.216272647828",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1001,"4351","56-2","57.699249754127",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1001,"4424","10621-1","600.271310318258",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1001,"4459","56-3","15.7491254216727","1126","2","STATIC",3,3,8
1001,"4479","10621-1","27.8207778859531","1129","1","STATIC",3,3,8
1001,"4556","57-1","397.813769416817","1129","2","STATIC",3,3,8
1001,"4637","56-1","184.469233298367",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1001,"4662","10621-1","333.152628509348","1129","1","STATIC",3,3,8
1001,"4700","56-4","156.546169870791",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1001,"4710","56-3","110.744923392719",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1001,"4781","56-2","413.665291796776","1129","2","STATIC",3,3,8
1001,"4797","10634-3","59.0208108294747","1126","2","STATIC",3,3,8
1001,"4814","57-1","119.130759267527","1129","3","STATIC",3,3,8
1001,"4821","57-2","56.7417928179416","1129","2","STATIC",3,3,8
1001,"5166","56-2","103.420564580166",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1002,"207","56-3","48.2777621877518",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1002,"818","56-1","216.714784297052",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1002,"929","57-2","410.283702962225","1129","2","STATIC",3,3,8
1002,"1107","56-4","425.094165181593","1129","1","STATIC",3,3,8
1002,"1189","10621-2","38.4809194795536","1129","1","STATIC",3,3,8
1002,"2241","56-2","185.4515028265",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1002,"3123","56-3","354.434705787738","1129","1","STATIC",3,3,8
1002,"3395","10634-3","56.3699301116076","1140","2","STATIC",3,3,8
1002,"3832","10634-3","32.7322081895062","1140","2","STATIC",3,3,8
1002,"4023","57-1","2.58515858005966","1129","3","STATIC",3,3,8
1002,"4293","56-1","132.936471253716",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1002,"4351","56-2","75.4010739835517",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1002,"4424","10621-1","612.363143596154",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1002,"4459","56-4","26.1918121110757","1126","2","STATIC",3,3,8
1002,"4479","10621-1","62.7708028368284","1129","1","STATIC",3,3,8
1002,"4556","57-1","409.173820669037","1129","2","STATIC",3,3,8
1002,"4637","56-1","197.420291648974",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1002,"4662","10621-1","345.419642954349","1129","1","STATIC",3,3,8
1002,"4700","56-4","183.482120313587",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1002,"4710","56-3","122.420412883123",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1002,"4781","56-2","446.32676133083","1129","2","STATIC",3,3,8
1002,"4797","56-3","7.35321393635991","1126","2","STATIC",3,3,8
1002,"4814","57-1","131.893183524549","1129","3","STATIC",3,3,8
1002,"4821","57-2","94.1054623483431","1129","2","STATIC",3,3,8
1002,"5166","56-2","119.601835846369",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1003,"207","56-3","57.9139779515062",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1003,"818","56-1","229.734830761759",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1003,"929","57-2","411.697180737372","1129","2","STATIC",3,3,8
1003,"1107","56-4","456.337232424385","1129","1","STATIC",3,3,8
1003,"1189","10621-2","73.3866352327016","1129","1","STATIC",3,3,8
1003,"2241","56-2","197.853658959873",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1003,"3123","56-3","375.821488719592","1129","1","STATIC",3,3,8
1003,"3395","56-3","4.89764638490997","1140","2","STATIC",3,3,8
1003,"3832","10634-3","44.0931478788186","1140","2","STATIC",3,3,8
1003,"4023","57-1","26.2974889089118","1129","3","STATIC",3,3,8
1003,"4293","56-1","148.56287747052",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1003,"4351","56-2","92.9609013204381",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1003,"4424","10621-1","624.550655041038",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1003,"4459","56-4","37.2715087564482","1126","2","STATIC",3,3,8
1003,"4479","10621-1","98.4349840161854","1129","1","STATIC",3,3,8
1003,"4637","56-1","210.509472855328",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1003,"4662","10621-1","357.895071922636","1129","1","STATIC",3,3,8
1003,"4700","56-4","211.831542015122",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1003,"4710","56-3","133.886267726994",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1003,"4781","10617-2","12.4115200925475","1129","2","STATIC",3,3,8
1003,"4797","56-3","17.5662037922704","1126","2","STATIC",3,3,8
1003,"4814","57-1","144.797160398331","1129","3","STATIC",3,3,8
1003,"4821","57-2","131.936560006904","1129","2","STATIC",3,3,8
1003,"5166","56-2","135.648714360045",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1004,"207","56-3","67.8120320731105",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1004,"818","56-1","242.575076387618",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1004,"929","57-2","412.256907281703","1129","2","STATIC",3,3,8
1004,"1107","10621-2","21.5480700238686","1129","1","STATIC",3,3,8
1004,"1189","10621-2","108.478222206902","1129","1","STATIC",3,3,8
1004,"2241","56-2","209.977091530943",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1004,"3123","56-3","397.444461781051","1129","1","STATIC",3,3,8
1004,"3395","56-3","15.2184580024606","1140","2","STATIC",3,3,8
1004,"3832","10634-3","55.3980748189402","1140","2","STATIC",3,3,8
1004,"4023","57-1","49.4313154335491","1129","3","STATIC",3,3,8
1004,"4293","56-1","164.104858853851",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1004,"4351","56-2","110.362149527665",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1004,"4424","10621-1","636.738166485922",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1004,"4459","56-4","48.9380613448772",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1004,"4479","10621-1","134.798505339929","1129","1","STATIC",3,3,8
1004,"4637","56-1","223.654708476085",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1004,"4662","10621-1","370.578915414208","1129","1","STATIC",3,3,8
1004,"4700","56-4","241.514369868946",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1004,"4710","56-3","145.142487924331",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1004,"4781","57-2","33.8906164024399","1129","2","STATIC",3,3,8
1004,"4797","56-3","27.7711598887427","1126","2","STATIC",3,3,8
1004,"4814","57-1","157.842689888873","1129","3","STATIC",3,3,8
1004,"4821","57-2","169.944391863021","1129","2","STATIC",3,3,8
1004,"5153","10632-1","4.04165299367241","1124","3","STATIC",3,3,8
1004,"5166","56-2","151.538175708738",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1005,"207","56-3","77.9719245525648",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1005,"818","56-1","255.23552117463","1129","2","STATIC",3,3,8
1005,"929","57-2","412.403426039109","1129","2","STATIC",3,3,8
1005,"1107","10621-2","52.2598932015249","1129","1","STATIC",3,3,8
1005,"1189","10621-2","143.755680402156","1129","1","STATIC",3,3,8
1005,"2241","56-2","221.821800539711",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1005,"3123","56-3","419.06743484251","1129","1","STATIC",3,3,8
1005,"3395","56-4","26.8086443061785","1140","2","STATIC",3,3,8
1005,"3832","56-3","4.65104785412084","1140","2","STATIC",3,3,8
1005,"4023","57-1","72.0024292944766","1129","3","STATIC",3,3,8
1005,"4037","10634-2","4.48433196966384",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1005,"4293","56-1","179.566173249735",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1005,"4351","56-2","127.5867695303",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1005,"4424","10621-1","648.829999763818",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1005,"4459","56-4","61.1437451187108",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1005,"4479","10621-1","170.837774837037","1129","1","STATIC",3,3,8
1005,"4637","56-1","236.750478350408",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1005,"4662","10621-1","383.471173429066","1129","1","STATIC",3,3,8
1005,"4700","56-4","272.48499633954","1129","1","STATIC",3,3,8
1005,"4710","56-3","156.189073475134",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1005,"4781","57-2","68.805801214857","1129","2","STATIC",3,3,8
1005,"4797","56-3","39.1744543192335","1126","2","STATIC",3,3,8
1005,"4814","57-1","170.888219379415","1129","3","STATIC",3,3,8
1005,"4821","57-2","206.40050137265","1129","2","STATIC",3,3,8
1005,"5153","10632-1","16.9278947359824","1124","3","STATIC",3,3,8
1005,"5166","56-2","167.244245952227",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1006,"207","56-3","88.131817032019",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1006,"818","56-1","267.716165122793","1129","2","STATIC",3,3,8
1006,"929","57-2","412.406530324206","1129","2","STATIC",3,3,8
1006,"1107","10621-2","82.7060943466136","1129","1","STATIC",3,3,8
1006,"1189","10621-2","179.033138597409","1129","1","STATIC",3,3,8
1006,"2241","56-2","233.387785986176",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1006,"3123","56-3","440.454217774364","1129","1","STATIC",3,3,8
1006,"3395","56-4","39.7149210293838","1140","2","STATIC",3,3,8
1006,"3832","56-3","16.9619829474199","1140","2","STATIC",3,3,8
1006,"4023","57-1","94.0103436354039","1129","3","STATIC",3,3,8
1006,"4037","10634-2","17.8822919696638",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1006,"4293","56-1","194.9433167999",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1006,"4351","56-2","144.615086873147",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1006,"4424","10621-1","660.826154874727",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1006,"4459","56-4","73.8439107500147",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1006,"4479","10621-2","206.559519526249","1129","1","STATIC",3,3,8
1006,"4637","56-1","249.712005776024",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1006,"4662","10621-1","396.57184596721","1129","1","STATIC",3,3,8
1006,"4700","56-4","304.701601034531","1129","1","STATIC",3,3,8
1006,"4710","56-3","167.026024379404",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1006,"4781","57-2","104.441018195817","1129","2","STATIC",3,3,8
1006,"4797","56-3","51.6864681939976",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1006,"4814","57-1","183.792196253196","1129","3","STATIC",3,3,8
1006,"4821","57-2","239.584966946868","1129","2","STATIC",3,3,8
1006,"5153","10632-1","29.648047659037","1124","3","STATIC",3,3,8
1006,"5166","56-2","182.737530902169",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1007,"207","56-3","98.0298711536234",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1007,"818","56-1","280.017008232108","1129","2","STATIC",3,3,8
1007,"929","57-2","412.406530324206","1129","2","STATIC",3,3,8
1007,"1107","10621-2","113.152295491702","1129","1","STATIC",3,3,8
1007,"1189","10621-2","214.12472557161","1129","1","STATIC",3,3,8
1007,"2241","56-2","244.953771432641",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1007,"3123","56-3","461.604810576611","1129","1","STATIC",3,3,8
1007,"3395","56-4","52.7469323881656",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1007,"3832","56-3","30.3453448616062","1140","2","STATIC",3,3,8
1007,"4023","57-1","115.437267464617","1129","3","STATIC",3,3,8
1007,"4037","10634-1","33.0217402256638",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1007,"4293","56-1","210.225956517084",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1007,"4351","56-2","161.425612612026",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1007,"4424","10621-1","672.726631818647",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1007,"4459","56-4","86.9976066425741",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1007,"4479","10621-2","242.979410131233","1129","1","STATIC",3,3,8
1007,"4637","56-1","262.472019688758","1129","1","STATIC",3,3,8
1007,"4662","10621-1","409.672518505354","1129","1","STATIC",3,3,8
1007,"4700","56-4","337.675941585355","1129","1","STATIC",3,3,8
1007,"4710","56-3","177.653340637139",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1007,"4781","57-2","140.388214373585","1129","2","STATIC",3,3,8
1007,"4797","56-3","63.9910243251536",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1007,"4814","57-1","196.554620510219","1129","3","STATIC",3,3,8
1007,"4821","57-1","270.648394764192","1129","2","STATIC",3,3,8
1007,"5153","10632-1","42.2021117628361","1124","3","STATIC",3,3,8
1007,"5166","56-2","197.984607346156",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1008,"207","56-3","107.666086917378",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1008,"818","56-1","292.138050502574","1129","2","STATIC",3,3,8
1008,"929","57-2","412.406530324206","1129","2","STATIC",3,3,8
1008,"1107","10621-2","143.864118669359","1129","1","STATIC",3,3,8
1008,"1189","10621-2","249.116378484109","1129","1","STATIC",3,3,8
1008,"2241","56-2","256.798480441408","1129","2","STATIC",3,3,8
1008,"3123","10621-1","16.7526056385119","1129","1","STATIC",3,3,8
1008,"3395","56-4","66.0377532448755",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1008,"3832","56-3","43.5995338437804",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1008,"4023","57-1","136.263909889434","1129","3","STATIC",3,3,8
1008,"4037","10634-1","49.6031401523454",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1008,"4293","56-1","225.407175124325",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1008,"4351","56-2","178.018817529653",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1008,"4424","10621-1","684.53143059558",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1008,"4459","56-4","100.567272696155",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
1008,"4479","10621-2","280.082999917942","1129","1","STATIC",3,3,8
1008,"4637","56-2","275.99205240486","1129","1","STATIC",3,3,8
1008,"4662","10621-1","422.564776520212","1129","1","STATIC",3,3,8
1008,"4700","56-4","370.940350376056","1129","1","STATIC",3,3,8
