sim_sec,veh_no,lane,pos_m,route_decision_no,route_no,route_decision_type,decision_vartype,route_vartype,type_vartype
617,"2571","56-3","337.045664752327","1129","1","STATIC",3,3,8
618,"13","10621-1","93.3717027303409","1129","1","STATIC",3,3,8
618,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
618,"398","10621-1","384.262734092223","1129","1","STATIC",3,3,8
618,"482","10621-2","315.149772715833","1129","1","STATIC",3,3,8
618,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
618,"1042","10621-1","929.454492491592",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
618,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
618,"2001","10621-2","604.723653726626",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
618,"2571","56-3","348.747554588809","1129","1","STATIC",3,3,8
619,"13","10621-1","102.429265360815","1129","1","STATIC",3,3,8
619,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
619,"398","10621-1","395.726628308038","1129","1","STATIC",3,3,8
619,"482","10621-2","326.432542186288","1129","1","STATIC",3,3,8
619,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
619,"1042","10621-1","937.623831068626",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
619,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
619,"2001","10621-2","636.249263655258",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
619,"2571","56-3","360.449444425292","1129","1","STATIC",3,3,8
620,"13","10621-1","111.687594885336","1129","1","STATIC",3,3,8
620,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
620,"398","10621-1","407.451870865756","1129","1","STATIC",3,3,8
620,"482","10621-2","337.841713058953","1129","1","STATIC",3,3,8
620,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
620,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
620,"2001","10621-2","667.572810744179",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
620,"2571","56-3","372.33660525763","1129","1","STATIC",3,3,8
621,"13","10621-1","120.945924409857","1129","1","STATIC",3,3,8
621,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
621,"398","10621-1","419.177113423475","1129","1","STATIC",3,3,8
621,"482","10621-2","349.377285333826","1129","1","STATIC",3,3,8
621,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
621,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
621,"2001","10621-2","698.694294993388",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
621,"2571","56-3","384.409037085822","1129","1","STATIC",3,3,8
622,"13","10621-1","130.00348704033","1129","1","STATIC",3,3,8
622,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
622,"398","10621-1","430.64100763929","1129","1","STATIC",3,3,8
622,"482","10621-2","361.039259010909","1129","1","STATIC",3,3,8
622,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
622,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
622,"2001","10621-2","729.613716402887",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
622,"2571","56-3","396.66673990987","1129","1","STATIC",3,3,8
623,"13","10621-1","138.860282776757","1129","1","STATIC",3,3,8
623,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
623,"398","10621-1","441.843553513201","1129","1","STATIC",3,3,8
623,"482","10621-2","372.8276340902","1129","1","STATIC",3,3,8
623,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
623,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
623,"2001","10621-2","760.331074972673",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
623,"2571","56-3","409.109713729773","1129","1","STATIC",3,3,8
624,"13","10621-1","147.516311619136","1129","1","STATIC",3,3,8
624,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
624,"398","10621-1","452.78475104521","1129","1","STATIC",3,3,8
624,"482","10621-2","384.742410571701","1129","1","STATIC",3,3,8
624,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
624,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
624,"2001","10621-2","790.846370702749",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
624,"2571","56-3","421.73795854553","1129","1","STATIC",3,3,8
625,"13","10621-1","155.971573567468","1129","1","STATIC",3,3,8
625,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
625,"398","10621-1","463.725948577218","1129","1","STATIC",3,3,8
625,"482","10621-2","396.78358845541","1129","1","STATIC",3,3,8
625,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
625,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
625,"2001","10621-2","821.159603593114",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
625,"2571","56-3","434.551474357143","1129","1","STATIC",3,3,8
626,"13","10621-1","164.226068621753","1129","1","STATIC",3,3,8
626,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
626,"398","10621-1","474.92849445113","1129","1","STATIC",3,3,8
626,"482","10621-2","408.82476633912","1129","1","STATIC",3,3,8
626,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
626,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
626,"2001","10621-2","851.472836483478",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
626,"2571","56-3","447.55026116461","1129","1","STATIC",3,3,8
627,"13","10621-1","172.480563676038","1129","1","STATIC",3,3,8
627,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
627,"398","10621-1","486.392388666945","1129","1","STATIC",3,3,8
627,"482","10621-2","420.73954282062","1129","1","STATIC",3,3,8
627,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
627,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
627,"2001","10621-2","881.988132213554",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
627,"2571","56-3","460.549047972078","1129","1","STATIC",3,3,8
628,"13","10621-1","180.93582562437","1129","1","STATIC",3,3,8
628,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
628,"398","10621-1","498.117631224664","1129","1","STATIC",3,3,8
628,"482","10621-2","432.527917899912","1129","1","STATIC",3,3,8
628,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
628,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
628,"2001","10621-2","912.705490783341",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
628,"2571","10621-1","7.59595617295031","1129","1","STATIC",3,3,8
629,"13","10621-1","189.591854466749","1129","1","STATIC",3,3,8
629,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
629,"398","10621-1","509.842873782382",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
629,"482","10621-2","444.189891576994","1129","1","STATIC",3,3,8
629,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
629,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
629,"2571","10621-1","20.2242009887079","1129","1","STATIC",3,3,8
630,"13","10621-1","198.448650203176","1129","1","STATIC",3,3,8
630,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
630,"398","10621-1","521.306767998197",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
630,"482","10621-2","455.725463851868","1129","1","STATIC",3,3,8
630,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
630,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
630,"2571","10621-1","32.6671748086105","1129","1","STATIC",3,3,8
631,"13","10621-1","207.50621283365","1129","1","STATIC",3,3,8
631,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
631,"398","10621-1","532.509313872109",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
631,"482","10621-2","467.134634724532","1129","1","STATIC",3,3,8
631,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
631,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
631,"2571","10621-1","44.9248776326581","1129","1","STATIC",3,3,8
632,"13","10621-1","216.764542358171","1129","1","STATIC",3,3,8
632,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
632,"398","10621-1","543.450511404117",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
632,"482","10621-2","478.417404194988","1129","1","STATIC",3,3,8
632,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
632,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
632,"2571","10621-1","56.9973094608507","1129","1","STATIC",3,3,8
633,"13","10621-1","226.022871882692","1129","1","STATIC",3,3,8
633,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
633,"398","10621-1","554.391708936126",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
633,"482","10621-2","489.573772263234","1129","1","STATIC",3,3,8
633,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
633,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
633,"2571","10621-1","68.8844702931884","1129","1","STATIC",3,3,8
634,"13","10621-1","235.080434513165","1129","1","STATIC",3,3,8
634,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
634,"398","10621-1","565.594254810037",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
634,"482","10621-2","500.603738929272","1129","1","STATIC",3,3,8
634,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
634,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
634,"2571","10621-1","80.586360129671","1129","1","STATIC",3,3,8
635,"13","10621-1","243.937230249592","1129","1","STATIC",3,3,8
635,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
635,"398","10621-1","577.058149025852",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
635,"482","10621-2","511.5073041931",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
635,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
635,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
635,"2571","10621-1","92.2882499661537","1129","1","STATIC",3,3,8
636,"13","10621-1","252.593259091971","1129","1","STATIC",3,3,8
636,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
636,"398","10621-1","588.783391583571",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
636,"482","10621-2","522.28446805472",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
636,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
636,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
636,"2571","10621-1","104.175410798491","1129","1","STATIC",3,3,8
637,"13","10621-1","261.048521040303","1129","1","STATIC",3,3,8
637,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
637,"398","10621-1","600.508634141289",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
637,"482","10621-2","532.93523051413",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
637,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
637,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
637,"2571","10621-1","116.247842626684","1129","1","STATIC",3,3,8
638,"13","10621-1","269.303016094588","1129","1","STATIC",3,3,8
638,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
638,"398","10621-1","611.972528357104",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
638,"482","10621-2","543.585992973541",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
638,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
638,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
638,"2571","10621-1","128.505545450732","1129","1","STATIC",3,3,8
639,"13","10621-1","277.557511148873","1129","1","STATIC",3,3,8
639,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
639,"398","10621-1","623.175074231016",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
639,"482","10621-2","554.36315683516",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
639,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
639,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
639,"2571","10621-1","140.948519270634","1129","1","STATIC",3,3,8
640,"13","10621-1","286.012773097205","1129","1","STATIC",3,3,8
640,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
640,"398","10621-1","634.116271763024",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
640,"482","10621-2","565.266722098989",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
640,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
640,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
640,"2571","10621-1","153.576764086392","1129","1","STATIC",3,3,8
641,"13","10621-1","294.668801939584","1129","1","STATIC",3,3,8
641,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
641,"398","10621-1","645.057469295033",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
641,"482","10621-2","576.296688765026",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
641,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
641,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
641,"2571","10621-1","166.390279898004","1129","1","STATIC",3,3,8
642,"13","10621-1","303.525597676011","1129","1","STATIC",3,3,8
642,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
642,"398","10621-1","656.260015168945",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
642,"482","10621-2","587.453056833273",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
642,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
642,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
642,"2571","10621-1","179.389066705472","1129","1","STATIC",3,3,8
643,"13","10621-1","312.583160306485","1129","1","STATIC",3,3,8
643,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
643,"398","10621-1","667.72390938476",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
643,"482","10621-2","598.735826303728",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
643,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
643,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
643,"2571","10621-1","192.387853512939","1129","1","STATIC",3,3,8
644,"13","10621-1","321.841489831006","1129","1","STATIC",3,3,8
644,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
644,"398","10621-1","679.449151942478",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
644,"482","10621-2","610.144997176393",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
644,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
644,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
644,"2571","10621-1","205.201369324552","1129","1","STATIC",3,3,8
645,"13","10621-1","331.099819355527","1129","1","STATIC",3,3,8
645,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
645,"398","10621-1","691.174394500196",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
645,"482","10621-2","621.680569451266",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
645,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
645,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
645,"2571","10621-1","217.829614140309","1129","1","STATIC",3,3,8
646,"13","10621-1","340.157381986","1129","1","STATIC",3,3,8
646,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
646,"398","10621-1","702.638288716011",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
646,"482","10621-2","633.342543128349",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
646,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
646,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
646,"2571","10621-1","230.272587960212","1129","1","STATIC",3,3,8
647,"13","10621-1","349.014177722427","1129","1","STATIC",3,3,8
647,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
647,"398","10621-1","713.840834589923",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
647,"482","10621-2","645.13091820764",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
647,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
647,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
647,"2571","10621-1","242.53029078426","1129","1","STATIC",3,3,8
648,"13","10621-1","357.670206564806","1129","1","STATIC",3,3,8
648,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
648,"398","10621-1","724.782032121931",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
648,"482","10621-2","657.045694689141",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
648,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
648,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
648,"2571","10621-1","254.602722612452","1129","1","STATIC",3,3,8
649,"13","10621-1","366.125468513138","1129","1","STATIC",3,3,8
649,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
649,"398","10621-1","735.72322965394",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
649,"482","10621-2","669.086872572851",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
649,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
649,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
649,"2571","10621-1","266.48988344479","1129","1","STATIC",3,3,8
650,"13","10621-1","374.379963567423","1129","1","STATIC",3,3,8
650,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
650,"398","10621-1","746.925775527852",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
650,"482","10621-2","681.12805045656",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
650,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
650,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
650,"2571","10621-1","278.244551515505","1129","1","STATIC",3,3,8
651,"13","10621-1","382.634458621708","1129","1","STATIC",3,3,8
651,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
651,"398","10621-1","758.389669743667",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
651,"482","10621-2","693.042826938061",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
651,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
651,"781","10627-1","0.890846724302151","1125","3","STATIC",3,3,8
651,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
651,"2571","10621-1","289.914639028182","1129","1","STATIC",3,3,8
652,"13","10621-1","391.08972057004","1129","1","STATIC",3,3,8
652,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
652,"398","10621-1","770.114912301385",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
652,"482","10621-2","704.831202017352",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
652,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
652,"781","10627-1","7.21657408521734","1125","3","STATIC",3,3,8
652,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
652,"2571","10621-1","301.500266794582","1129","1","STATIC",3,3,8
653,"13","10621-1","399.745749412419","1129","1","STATIC",3,3,8
653,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
653,"398","10621-1","781.840154859103",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
653,"482","10621-2","716.493175694435",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
653,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
653,"781","10627-1","15.6020000862663","1125","3","STATIC",3,3,8
653,"967","10627-1","0.753496896786714","1125","3","STATIC",3,3,8
653,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
653,"2571","10621-1","313.011231488652","1129","1","STATIC",3,3,8
654,"13","10621-1","408.602545148846","1129","1","STATIC",3,3,8
654,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
654,"398","10621-1","793.304049074918",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
654,"482","10621-2","728.028747969308",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
654,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
654,"781","10627-1","25.8705768571452","1125","3","STATIC",3,3,8
654,"967","10627-1","8.65874416647042","1125","3","STATIC",3,3,8
654,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
654,"2571","10621-1","324.45695089864","1129","1","STATIC",3,3,8
655,"13","10621-1","417.66010777932","1129","1","STATIC",3,3,8
655,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
655,"398","10621-1","804.50659494883",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
655,"482","10621-2","739.437918841973",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
655,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
655,"781","10627-1","37.0968788746704","1125","3","STATIC",3,3,8
655,"967","10627-1","18.961042324914","1125","3","STATIC",3,3,8
655,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
655,"2571","10621-1","335.84641325174","1129","1","STATIC",3,3,8
656,"13","10621-1","426.918437303841","1129","1","STATIC",3,3,8
656,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
656,"398","10621-1","815.447792480839",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
656,"482","10621-2","750.720688312428",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
656,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
656,"781","10627-1","48.4339158352309","1125","3","STATIC",3,3,8
656,"967","10627-1","30.4217022578907","1125","3","STATIC",3,3,8
656,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
656,"2571","10621-1","347.188124920161","1129","1","STATIC",3,3,8
657,"13","10621-1","436.176766828362","1129","1","STATIC",3,3,8
657,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
657,"398","10621-1","826.388990012847",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
657,"482","10621-2","761.877056380675",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
657,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
657,"781","10627-1","59.8816877388268","1125","3","STATIC",3,3,8
657,"967","10627-1","41.9822148005885","1125","3","STATIC",3,3,8
657,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
657,"2571","10621-1","359.05830817531","1129","1","STATIC",3,3,8
658,"13","10621-1","445.234329458835","1129","1","STATIC",3,3,8
658,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
658,"398","10621-1","837.591535886759",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
658,"482","10621-2","772.907023046712",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
658,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
658,"781","56-4","11.1420769309244","1125","3","STATIC",3,3,8
658,"967","10627-1","53.4403593181561","1125","3","STATIC",3,3,8
658,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
658,"2571","10621-1","371.426659655243","1129","1","STATIC",3,3,8
659,"13","10621-1","454.091125195262","1129","1","STATIC",3,3,8
659,"72","57-1","400.599631008501","1129","3","STATIC",3,3,8
659,"398","10621-1","849.055430102574",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
659,"482","10621-2","783.810588310541",<EMPTY>,<EMPTY>,<EMPTY>,0,0,0
659,"656","57-1","412.99934695961","1129","3","STATIC",3,3,8
659,"781","56-4","22.8113187205909","1125","3","STATIC",3,3,8
659,"967","56-4","4.39816554633907","1125","3","STATIC",3,3,8
659,"1475","57-1","406.840908877331","1129","3","STATIC",3,3,8
659,"2571","10621-1","383.684011264205","1129","1","STATIC",3,3,8
