no,name,lanes,len_m,lnChg,from_lane,from_pos,to_lane,to_pos
10334,,2,16,1000,1220008701 1,36.0,1220008702 1,1.0
10335,,2,15,1000,1220008602 1,180.0,1220008601 1,1.0
10336,,2,11,1000,1210008603 1,152.0,1220008602 1,0.0
10337,,2,20,1000,1220008702 1,171.0,1220008703 1,0.0
10338,,1,13,1000,1210008603 2,152.0,210 1,0.0
10339,,1,7,1000,209 1,123.0,1220008703 1,1.0
10340,,1,14,1000,209 1,125.0,1220008602 2,0.0
10341,,1,16,1000,1220008702 1,171.0,210 1,0.0
10342,,2,6,1000,1220008603 1,17.0,1210008603 1,0.0
10343,,2,6,1000,1220008703 1,151.0,1210008703 1,0.0
10344,,2,12,1000,1220017300 1,164.0,23 1,0.0
10345,,2,27,1000,1220012003 1,113.0,213 1,1.0
10346,,2,27,1000,1210012103 1,131.0,1220012103 1,1.0
10347,,2,16,1000,213 1,133.0,1220012002 1,1.0
10348,,2,14,1000,1220012102 1,85.0,1210012103 1,0.0
10349,,1,9,1000,217 1,18.0,1220012002 1,0.0
10350,,1,13,1000,217 1,18.0,1210012103 2,0.0
10351,,1,9,1000,213 1,130.0,218 1,0.0
10352,,1,15,1000,1220012102 2,85.0,218 1,0.0
10353,,1,22,1000,1210012101 1,314.0,221 1,1.0
10354,,1,24,1000,222 1,38.0,1220012102 1,56.0
10355,,1,9,1000,224 1,13.0,223 1,0.0
10356,,1,12,1000,224 1,14.0,222 1,1.0
10357,,2,20,1000,1220012002 1,78.0,1220012001 1,0.0
10358,,2,15,1000,1210012101 1,410.0,1220012102 1,0.0
10359,,1,7,1000,225 1,30.0,1220012001 1,0.0
10360,,1,19,1000,225 1,30.0,1220012102 2,1.0
10361,,1,13,1000,1210012101 2,410.0,226 1,0.0
10362,,1,17,1000,1220012002 1,77.0,226 1,0.0
10363,,1,23,1000,1220012002 2,79.0,227 1,0.0
10364,,1,15,1000,223 1,14.0,1220012001 2,0.0
10365,,2,8,1000,1220012001 1,413.0,1210012001 1,0.0
10366,,1,26,1000,1210012001 1,2.0,1220011101 1,14.0
10367,,2,34,1000,1210012001 1,12.0,1220008203 1,1.0
10368,,1,60,1000,32 1,1961.0,39 1,2.0
10369,,2,9,1000,1220012101 1,19.0,1210012101 1,0.0
10370,,2,26,1000,1210008303 1,73.0,1220012101 1,1.0
10371,,2,62,1000,40 2,1258.0,38 1,7.0
10372,,1,31,1000,1210008303 2,72.0,1220011101 2,1.0
10373,,2,26,1000,1220011001 1,394.0,1220008603 1,1.0
10374,,1,23,1000,1220011001 1,393.0,1220008203 1,1.0
10375,,1,25,1000,1220011001 2,394.0,1220012101 2,8.0
10376,,2,24,1000,1210008703 1,18.0,1220011101 1,1.0
10377,,1,66,1000,40 1,1250.0,30 1,1.0
10378,,1,19,1000,1210008703 2,17.0,1220008203 2,2.0
10379,,2,19,1000,1220008203 1,73.0,1210008203 1,1.0
10380,,2,18,1000,1220008303 1,50.0,1210008303 1,0.0
10381,,1,8,1000,236 1,45.0,1210008203 1,0.0
10382,,1,19,1000,236 1,44.0,1210008303 2,1.0
10383,,1,17,1000,1220008303 2,50.0,237 1,1.0
10384,,1,12,1000,1220008203 1,73.0,237 1,1.0
10385,,2,35,1000,1210008203 1,39.0,1220008202 1,1.0
10386,,1,16,1000,1210008203 1,40.0,243 1,0.0
10387,,1,35,1000,1210008203 2,41.0,241 1,0.0
10388,,2,28,1000,1220008302 1,164.0,1220008303 1,0.0
10389,,1,26,1000,1220008302 2,165.0,243 1,0.0
10390,,1,13,1000,1220008302 1,165.0,241 1,0.0
10391,,1,17,1000,240 1,61.0,1220008202 2,0.0
10392,,1,18,1000,240 1,62.0,1220008303 1,0.0
10393,,1,19,1000,242 1,31.0,1220008202 1,1.0
10394,,1,16,1000,242 1,31.0,1220008303 2,0.0
10395,,2,15,1000,1220008301 1,98.0,245 1,0.0
10396,,2,15,1000,1210008202 1,33.0,1220008201 1,1.0
10397,,1,10,1000,251 1,24.0,1220008201 1,0.0
10398,,1,15,1000,251 1,26.0,245 2,0.0
10399,,1,14,1000,1220008301 2,98.0,252 1,0.0
10400,,1,11,1000,1210008202 1,30.0,252 1,0.0
10401,,2,13,1000,245 1,33.0,255 1,0.0
10402,,2,12,1000,254 1,9.0,1210008202 1,1.0
10403,,2,16,1000,1220008202 1,165.0,254 1,0.0
10404,,1,13,1000,249 1,30.0,254 1,0.0
10405,,1,6,1000,1220008202 1,163.0,250 1,0.0
10406,,1,12,1000,245 1,31.0,248 1,0.0
10407,,1,8,1000,247 1,49.0,255 1,0.0
10408,,2,16,1000,255 1,7.0,1220008302 1,0.0
10409,,3,4,1000,1220014000 2,105.0,259 1,1.0
10410,,1,10,1000,1220014000 1,106.0,260 1,0.0
10411,,2,11,1000,259 2,11.0,1220011003 1,0.0
10412,,1,26,1000,259 1,11.0,261 1,1.0
10413,,1,17,1000,257 1,28.0,1220011003 1,11.0
10414,,2,13,1000,1220011103 1,139.0,1220014100 2,1.0
10415,,1,12,1000,256 1,201.0,1220014100 1,1.0
10416,,4,7,1000,265 1,24.0,1220014303 1,1.0
10417,,1,8,1000,265 4,24.0,1220014303 5,1.0
10418,,2,46,1000,1220014100 1,121.0,1220019301 2,0.0
10419,,1,40,1000,1220014100 3,118.0,1220014203 4,4.0
10420,,1,29,1000,1220014100 1,120.0,1220018501 1,0.0
10421,,2,57,1000,1220019201 1,249.0,1220014000 2,3.0
10422,,1,46,1000,1220019201 3,249.0,1220018501 4,0.0
10423,,1,42,1000,1220019201 1,242.0,1220014203 1,0.0
10424,,4,59,1000,1220014303 1,166.0,1220018501 1,0.0
10425,,1,51,1000,1220014303 5,166.0,1220019301 4,0.0
10426,,1,26,1000,1220014303 1,160.0,1220014000 1,3.0
10427,,1,33,1000,461 1,63.0,1220021904 1,0.0
10428,,1,18,1000,1220018401 1,165.0,1220019301 1,1.0
10429,,1,50,1000,1220018401 5,165.0,1220014000 4,3.0
10430,,3,12,1000,268 1,45.0,1220019201 1,1.0
10431,,3,12,1000,1220019301 1,257.0,269 1,1.0
10432,,3,11,1000,269 1,58.0,271 1,1.0
10433,,1,11,1000,269 3,58.0,271 4,1.0
10434,,3,9,1000,270 1,146.0,268 1,0.0
10435,,1,11,1000,270 3,146.0,268 4,1.0
10436,,3,10,1000,1210019201 1,111.0,270 1,1.0
10437,,2,7,1000,274 2,47.0,1220019303 1,2.0
10438,,3,9,1000,271 1,132.0,274 1,1.0
10439,,3,17,1000,275 1,146.0,276 1,0.0
10440,,1,17,1000,275 3,146.0,276 4,0.0
10441,,3,35,1000,114 2,38.0,277 1,0.0
10442,,1,11,1000,1220022504 1,103.0,114 1,0.0
10443,,4,32,1000,276 1,68.0,116 1,0.0
10444,,3,12,1000,277 1,229.0,278 1,0.0
10445,,3,12,1000,279 1,121.0,275 1,1.0
10446,,3,5,1000,281 2,33.0,282 1,0.0
10447,,4,11,1000,282 1,16.0,1220022501 1,0.0
10448,,1,11,1000,282 4,16.0,1220022501 5,0.0
10449,,4,8,1000,1220022601 1,85.0,280 1,0.0
10450,,1,10,1000,1220022601 4,85.0,280 5,1.0
10451,,3,35,1000,278 1,121.0,281 2,0.0
10452,,1,5,1000,281 5,33.0,282 4,0.0
10453,,3,36,1000,280 2,37.0,279 1,1.0
10454,,4,4,1000,289 1,8.0,1220020904 1,0.0
10455,,1,6,1000,289 4,8.0,1220020904 5,0.0
10456,,3,26,1000,1220020804 2,117.0,290 1,1.0
10457,,4,38,1000,1220020904 1,176.0,1220022601 1,1.0
10458,,1,33,1000,1220020904 5,176.0,1220023201 3,0.0
10459,,1,22,1000,461 1,63.0,1220021802 4,6.0
10460,,4,39,1000,1220022501 1,64.0,1220020804 1,0.0
10461,,1,23,1000,462 1,83.0,1220021904 4,1.0
10462,,1,20,1000,1220022501 1,62.0,1220023201 1,1.0
10463,,1,27,1000,467 1,53.0,1210018401 1,1.0
10464,,1,27,1000,467 1,60.0,1220018502 4,3.0
10465,,1,26,1000,469 1,41.0,1220018502 1,0.0
10466,,1,26,1000,469 1,48.0,1210018401 4,1.0
10467,,1,42,1000,1220023101 3,110.0,1220022601 4,1.0
10468,,1,21,1000,1220023101 1,108.0,1220020804 1,0.0
10469,,3,26,1000,291 1,123.0,1220023101 1,0.0
10470,,3,12,1000,296 1,82.0,295 1,0.0
10471,,2,8,1000,293 1,133.0,294 2,1.0
10472,,2,20,1000,294 2,33.0,291 2,0.0
10473,,1,12,1000,296 3,82.0,295 4,1.0
10474,,3,9,1000,290 1,44.0,296 1,0.0
10475,,4,9,1000,292 1,196.0,289 1,0.0
10476,,4,30,1000,295 1,103.0,298 1,1.0
10477,,1,29,1000,295 4,103.0,298 5,0.0
10478,,4,27,1000,297 1,118.0,292 1,0.0
10479,,1,258,1000,26 1,3425.0,31 1,871.0
10480,,1,149,1000,31 1,735.0,26 1,3525.0
10481,,2,454,1000,2 1,4092.0,32 1,1544.0
10482,,2,381,1000,32 1,1029.0,26 1,3830.0
10483,,1,303,1000,2 1,4501.0,31 1,614.0
10484,,1,384,1000,31 1,412.0,24 1,10.0
10485,,3,6,1000,308 2,48.0,309 1,0.0
10486,,1,14,1000,308 1,41.0,311 1,0.0
10487,,3,22,1000,1220016101 1,527.0,310 1,1.0
10488,,1,23,1000,1220016101 3,527.0,310 4,1.0
10489,,1,30,1000,462 1,80.0,1220021802 1,5.0
10490,,1,277,1000,32 1,1331.0,2 1,4414.0
10491,,1,231,1000,26 1,3651.0,32 1,1270.0
10492,,1,41,1000,425 1,276.0,40 1,5.0
10493,,3,43,1000,47 2,936.0,40 2,2.0
10494,,1,36,1000,47 1,936.0,426 1,3.0
10495,,2,37,1000,39 1,1253.0,46 1,2.0
10496,,2,54,1000,39 3,1253.0,426 1,4.0
10497,,2,58,1000,425 1,281.0,46 3,4.0
10498,,2,25,1000,58 1,403.0,52 1,2.0
10499,,2,23,1000,61 1,446.0,387 1,3.0
10500,,2,51,1000,1220000102 1,324.0,62 1,1.0
10501,,2,941,1000,1220000102 3,320.0,52 3,2.0
10502,,2,5,1000,314 5,73.0,1220016001 4,1.0
10503,,3,5,1000,314 2,73.0,1220016001 1,1.0
10504,,1,9,1000,314 1,73.0,316 1,0.0
10505,,3,19,1000,309 1,490.0,314 2,1.0
10506,,1,18,1000,309 1,490.0,314 1,0.0
10507,,1,20,1000,309 3,490.0,314 5,0.0
10508,,4,39,1000,317 1,81.0,1220014201 1,0.0
10509,,1,39,1000,317 4,81.0,1220014201 5,0.0
10510,,1,12,1000,1220014201 1,154.0,319 1,1.0
10511,,1,10,1000,319 1,22.0,1220016101 1,29.0
10512,,1,12,1000,316 1,20.0,321 1,1.0
10513,,4,11,1000,1220012402 1,16.0,321 2,1.0
10514,,4,17,1000,321 2,98.0,322 1,1.0
10515,,4,20,1000,324 1,162.0,1220012502 1,1.0
10516,,1,20,1000,324 4,162.0,1220012502 5,1.0
10517,,4,22,1000,322 1,140.0,325 1,0.0
10518,,1,22,1000,322 4,140.0,325 5,1.0
10519,,4,36,1000,327 1,138.0,324 1,0.0
10520,,4,35,1000,325 1,120.0,326 1,1.0
10521,,4,11,1000,328 1,177.0,327 1,1.0
10522,,1,11,1000,328 4,177.0,327 5,1.0
10523,,4,14,1000,326 1,171.0,329 1,0.0
10524,,1,23,1000,1220021802 3,119.0,1220021801 4,1.0
10525,,4,10,1000,1210014303 1,301.0,265 1,2.0
10526,,4,12,1000,1220014203 1,202.0,317 1,0.0
10527,,1,15,1000,1220012502 1,209.0,332 1,0.0
10528,,1,16,1000,1220011503 1,193.0,336 1,1.0
10529,,1,16,1000,336 1,15.0,1210014303 1,23.0
10530,,1,4,1000,332 1,29.0,1210008402 1,0.0
10531,,3,5,1000,1220011403 1,32.0,1210008402 2,1.0
10532,,4,38,1000,1220012502 1,230.0,1210014303 1,0.0
10533,,1,35,1000,1220012502 5,232.0,1220016101 3,0.0
10534,,4,32,1000,1220014201 1,177.0,1220012402 1,0.0
10535,,1,31,1000,1220014201 5,176.0,1220011403 3,2.0
10536,,3,43,1000,1220016001 1,10.0,1220011403 1,5.0
10537,,2,38,1000,1220016001 4,8.0,1210014303 3,1.0
10538,,3,29,1000,1220011503 1,221.0,1220016101 1,1.0
10539,,2,24,1000,1220011503 4,219.0,1220012402 3,0.0
10540,,4,20,1000,337 1,302.0,1220008402 1,3.0
10541,,1,18,1000,337 4,302.0,1220008402 5,1.0
10542,,4,16,1000,1210008402 1,188.0,337 1,1.0
10543,,1,17,1000,1210008402 1,188.0,334 1,0.0
10544,,4,12,1000,1220008502 1,373.0,1220011503 1,1.0
10545,,1,12,1000,1220008502 4,374.0,1220011503 5,1.0
10546,,1,13,1000,340 1,50.0,1220011503 1,12.0
10547,,4,24,1000,1220008402 1,46.0,1220008401 1,0.0
10548,,1,18,1000,1220008402 5,44.0,342 1,0.0
10549,,1,17,1000,1220008402 1,46.0,344 1,2.0
10550,,4,32,1000,1210008501 1,44.0,1220008502 1,3.0
10551,,1,28,1000,1210008501 5,44.0,344 1,2.0
10552,,1,29,1000,1210008501 1,44.0,342 1,0.0
10553,,1,30,1000,343 1,70.0,1220008502 4,3.0
10554,,1,11,1000,343 1,68.0,1220008401 1,1.0
10555,,1,40,1000,341 1,63.0,1220008401 4,1.0
10556,,1,7,1000,341 1,64.0,1220008502 1,6.0
10557,,4,20,1000,1220008401 1,51.0,1210008401 1,1.0
10558,,1,21,1000,1220008401 4,50.0,1210008401 5,0.0
10559,,4,22,1000,1220008501 1,147.0,1210008501 1,1.0
10560,,1,22,1000,1220008501 4,147.0,1210008501 5,1.0
10561,,2,52,1000,1220007104 1,292.0,1220008301 1,0.0
10562,,1,41,1000,1220007104 2,292.0,1220008501 4,4.0
10563,,1,27,1000,1220007104 1,292.0,1220006803 1,1.0
10564,,2,57,1000,1220008201 1,93.0,1220007004 1,1.0
10565,,1,23,1000,403 1,277.0,58 1,3.0
10566,,1,51,1000,1220008201 2,93.0,1220006803 4,0.0
10567,,4,47,1000,1210008401 1,145.0,1220006803 1,1.0
10568,,1,33,1000,1210008401 5,144.0,1220008301 2,1.0
10569,,1,27,1000,1210008401 1,145.0,1220007004 1,0.0
10570,,2,50,1000,403 2,273.0,61 1,5.0
10571,,1,44,1000,1220006903 5,100.0,1220007004 2,0.0
10572,,1,31,1000,1220006903 1,100.0,1220008301 1,2.0
10573,,2,14,1000,1220007004 1,292.0,354 1,0.0
10574,,2,11,1000,353 1,138.0,1220007104 1,1.0
10575,,1,10,1000,355 1,22.0,1220007104 1,0.0
10576,,1,7,1000,353 1,135.0,356 1,0.0
10577,,1,10,1000,1220007004 1,292.0,357 1,0.0
10578,,2,18,1000,354 1,130.0,358 1,0.0
10579,,2,18,1000,359 1,119.0,353 1,0.0
10580,,1,15,1000,354 2,131.0,361 1,0.0
10581,,1,12,1000,359 1,119.0,361 1,0.0
10582,,1,19,1000,360 1,21.0,358 2,0.0
10583,,1,7,1000,360 1,21.0,353 1,0.0
10584,,1,26,1000,364 1,55.0,1220007001 2,1.0
10585,,1,25,1000,364 1,50.0,359 1,1.0
10586,,2,36,1000,358 1,114.0,1220007001 1,1.0
10587,,1,33,1000,358 2,114.0,365 1,0.0
10588,,2,37,1000,1220007101 1,213.0,359 1,0.0
10589,,1,25,1000,1220007101 1,213.0,365 1,0.0
10590,,4,14,1000,1210006903 1,315.0,1220006903 1,1.0
10591,,1,15,1000,1210006903 4,315.0,1220006903 5,1.0
10592,,1,5,1000,367 1,192.0,1220043200 1,0.0
10593,,1,6,1000,367 2,192.0,1220043200 2,0.0
10594,,2,46,1000,1220006801 1,206.0,1220042200 1,3.0
10595,,2,50,1000,1220042300 1,895.0,100 1,6.0
10596,,2,30,1000,1220006803 1,407.0,367 1,1.0
10597,,2,42,1000,1220006803 3,407.0,1220006801 1,0.0
10598,,2,21,1000,100 1,211.0,1210006903 3,0.0
10599,,2,20,1000,1220043300 1,204.0,1210006903 1,1.0
10600,,1,13,1000,183 1,53.0,374 1,0.0
10601,,1,3,1000,374 1,22.0,1220043300 1,6.0
10602,,1,11,1000,1220009503 3,127.0,1210009503 4,1.0
10603,,1,48,1000,62 1,392.0,404 1,1.0
10604,,1,48,1000,379 1,689.0,378 1,0.0
10605,,1,48,1000,379 1,689.0,378 2,1.0
10606,,1,4,1000,1 2,139.0,380 1,0.0
10607,,1,21,1000,381 1,90.0,1 1,49.0
10608,,1,37,1000,378 1,76.0,383 1,1.0
10609,,1,38,1000,378 2,76.0,382 1,1.0
10610,,1,10,1000,1220043200 1,13.0,385 1,1.0
10611,,1,13,1000,385 1,11.0,1220000102 1,14.0
10612,,2,71,1000,62 1,397.0,58 1,6.0
10614,,4,14,1000,387 1,226.0,1220000201 2,0.0
10615,,1,14,1000,387 1,226.0,1220000201 1,0.0
10616,,1,14,1000,1220000201 1,8.0,381 1,0.0
10617,,2,15,1000,56 1,467.0,57 1,2.0
10618,,3,49,1000,382 1,40.0,1220000102 2,0.0
10619,,4,41,1000,183 1,70.0,1220000102 1,0.0
10620,,2,36,1000,183 5,69.0,1 1,0.0
10621,,2,938,1000,56 3,466.0,387 3,4.0
10622,,1,51,1000,1220000201 5,86.0,1220043300 2,1.0
10623,,2,65,1000,57 1,417.0,404 3,2.0
10624,,2,39,1000,57 1,417.0,61 1,3.0
10625,,1,39,1000,46 1,949.0,68 1,2.0
10626,,3,65,1000,46 1,956.0,67 1,2.0
10627,,1,62,1000,46 4,957.0,56 4,2.0
10628,,2,90,1000,52 1,401.0,47 1,2.0
10629,,3,71,1000,52 1,466.0,68 1,2.0
10630,,1,58,1000,52 4,466.0,67 4,3.0
10631,,3,65,1000,66 1,2660.0,47 1,1.0
10632,,1,44,1000,66 1,2630.0,56 1,2.0
10633,,1,59,1000,66 4,2660.0,68 4,2.0
10634,,3,64,1000,71 1,81.0,56 1,2.0
10635,,2,69,1000,71 4,81.0,47 3,2.0
10636,,2,98,1000,69 3,1794.0,75 1,2.0
10637,,2,150,1000,69 1,1744.0,70 1,2.0
10638,,2,288,1000,26 1,6222.0,70 1,40.0
10639,,1,321,1000,70 1,180.0,2 1,1876.0
10640,,2,478,1000,69 1,1793.0,71 4,3.0
10641,,2,45,1000,70 1,334.0,71 2,3.0
10642,,1,68,1000,71 1,37.0,67 1,17.0
10643,,2,319,1000,2 1,1652.0,70 1,332.0
10644,,1,731,1000,69 1,1740.0,26 1,6774.0
10645,,1,350,1000,26 1,5907.0,68 1,573.0
10646,,1,307,1000,68 1,352.0,26 1,6073.0
10647,,3,14,1000,408 1,200.0,409 1,1.0
10648,,1,14,1000,408 3,200.0,409 4,0.0
10649,,3,32,1000,409 1,59.0,403 1,1.0
10650,,3,34,1000,404 1,265.0,407 1,1.0
10651,,3,9,1000,412 1,108.0,410 1,1.0
10652,,1,10,1000,412 3,108.0,410 4,0.0
10653,,3,21,1000,407 1,269.0,411 1,0.0
10654,,3,19,1000,410 1,43.0,408 1,0.0
10655,,3,10,1000,1220006403 1,133.0,412 1,0.0
10656,,3,8,1000,411 1,160.0,413 1,0.0
10657,,3,6,1000,413 1,47.0,1220006503 1,0.0
10658,,1,7,1000,413 3,47.0,1220006503 4,1.0
10659,,3,9,1000,420 1,717.0,1220007200 1,0.0
10660,,1,9,1000,420 3,717.0,1220007200 4,0.0
10661,,3,42,1000,1220007200 1,72.0,1220006403 1,1.0
10662,,1,40,1000,1220007200 4,72.0,1220007101 2,1.0
10663,,1,29,1000,1220007200 1,70.0,417 1,1.0
10664,,3,37,1000,1220006503 1,76.0,1220007300 1,1.0
10665,,1,18,1000,1220006503 1,75.0,1220007101 1,0.0
10666,,1,30,1000,1220006503 4,75.0,417 2,1.0
10667,,2,42,1000,1220007001 1,221.0,417 1,0.0
10668,,1,25,1000,1220007001 1,219.0,1220007300 1,1.0
10669,,1,32,1000,1220007001 2,221.0,1220006403 3,0.0
10670,,2,45,1000,416 1,164.0,1220007101 1,1.0
10671,,1,20,1000,416 1,163.0,1220006403 1,2.0
10672,,1,39,1000,416 2,162.0,1220007300 3,1.0
10673,,2,8,1000,421 1,180.0,422 1,0.0
10674,,2,19,1000,417 1,171.0,421 1,1.0
10675,,2,19,1000,423 1,179.0,416 1,0.0
10676,,2,8,1000,424 1,16.0,423 1,0.0
10677,,2,20,1000,422 1,17.0,425 1,0.0
10678,,2,20,1000,426 1,290.0,424 1,0.0
10679,,3,17,1000,1220007300 1,265.0,427 1,0.0
10680,,1,17,1000,1220007300 3,266.0,427 4,0.0
10681,,2,296,1000,68 1,117.0,2 1,2165.0
10682,,1,227,1000,2 1,2012.0,68 1,237.0
10683,,2,67,1000,72 2,705.0,420 1,2.0
10684,,1,35,1000,72 1,704.0,29 1,2.0
10685,,2,60,1000,30 2,529.0,328 2,3.0
10686,,1,38,1000,30 1,526.0,420 1,1.0
10687,,1,48,1000,72 4,707.0,328 4,2.0
10688,,1,22,1000,427 1,519.0,328 1,3.0
10689,,2,63,1000,427 2,520.0,73 2,2.0
10690,,1,55,1000,427 4,521.0,29 4,4.0
10691,,2,73,1000,329 2,118.0,29 2,1.0
10692,,1,37,1000,329 1,119.0,73 1,1.0
10693,,1,59,1000,329 4,121.0,420 3,3.0
10694,,1,52,1000,30 4,530.0,73 4,2.0
10695,,1,65,1000,32 3,1956.0,38 3,2.0
10696,,1,88,1000,29 4,539.0,39 4,1.0
10697,,1,113,1000,37 3,536.0,30 4,4.0
10698,,1,87,1000,40 4,1258.0,31 3,2.0
10699,,4,33,1000,74 1,2695.0,2 1,8.0
10700,,1,39,200,70 1,338.0,71 1,2.0
10701,,2,427,1000,75 1,342.0,56 3,249.0
10702,,4,1,1000,2 1,4692.0,24 1,0.0
10703,,2,33,1000,78 1,474.0,31 1,351.0
10704,,2,41,1000,31 1,281.0,79 1,2.0
10705,,2,17,1000,82 1,64.0,83 1,1.0
10706,,2,18,1000,82 1,63.0,83 2,1.0
10707,,2,17,1000,85 1,203.0,84 1,1.0
10708,,2,18,1000,85 1,202.0,84 2,2.0
10709,,3,17,1000,86 1,187.0,87 1,2.0
10710,,1,17,1000,86 3,187.0,87 4,1.0
10711,,3,18,1000,93 1,78.0,88 1,2.0
10712,,1,16,1000,93 3,79.0,88 4,1.0
10713,,3,24,1000,101 2,113.0,102 1,0.0
10714,,1,25,1000,101 1,113.0,102 1,1.0
10715,,3,22,1000,103 1,364.0,104 1,1.0
10716,,1,24,1000,103 3,363.0,104 4,2.0
10717,,1,41,1000,79 1,476.0,81 1,3.0
10718,,1,25,1000,79 1,473.0,82 1,0.0
10719,,1,38,1000,79 2,476.0,77 3,2.0
10720,,2,38,1000,84 1,50.0,77 1,0.0
10721,,1,38,1000,80 1,384.0,78 1,2.0
10722,,2,39,1000,76 1,281.0,82 1,1.0
10723,,1,23,1000,76 1,275.0,78 1,2.0
10724,,1,33,1000,76 3,280.0,81 2,2.0
10725,,1,22,1000,84 1,45.0,81 1,1.0
10726,,1,38,1000,84 3,49.0,78 2,3.0
10727,,1,21,1000,80 1,378.0,77 1,2.0
10728,,1,34,1000,80 2,382.0,82 2,1.0
10729,,2,59,1000,83 1,188.0,86 1,0.0
10730,,2,51,1000,38 1,548.0,89 2,1.0
10731,,2,47,1000,90 2,373.0,37 1,1.0
10732,,2,60,1000,88 2,173.0,85 1,1.0
10733,,1,52,1000,88 4,173.0,37 3,2.0
10734,,1,22,1000,88 1,171.0,89 1,1.0
10735,,1,27,1000,90 1,368.0,85 1,1.0
10736,,1,47,1000,90 4,370.0,86 3,1.0
10737,,1,27,1000,83 1,185.0,37 1,2.0
10738,,1,47,1000,83 3,188.0,89 4,2.0
10739,,1,33,1000,38 1,545.0,86 1,1.0
10740,,2,44,1000,87 1,63.0,103 1,1.0
10741,,3,41,1000,102 1,365.0,93 1,1.0
10742,,1,27,1000,99 1,348.0,93 1,2.0
10743,,2,42,1000,99 1,351.0,103 2,2.0
10744,,2,46,1000,87 3,64.0,95 1,2.0
10745,,1,25,1000,102 1,362.0,95 1,2.0
10746,,2,52,1000,104 2,119.0,107 2,2.0
10747,,1,17,1000,104 1,116.0,72 1,2.0
10748,,1,44,1000,104 4,118.0,109 4,1.0
10749,,2,58,1000,73 2,709.0,109 2,4.0
10750,,1,42,1000,73 4,708.0,101 4,2.0
10751,,1,30,1000,73 1,706.0,107 1,4.0
10752,,2,56,1000,108 2,485.0,101 2,1.0
10753,,1,45,1000,108 4,485.0,72 4,1.0
10754,,1,31,1000,108 1,482.0,109 1,3.0
10755,,2,50,1000,112 2,367.0,72 2,2.0
10756,,1,48,1000,112 4,367.0,107 4,2.0
10757,,1,23,1000,112 1,363.0,101 1,0.0
10758,,3,66,1000,310 2,98.0,115 1,2.0
10759,,1,33,1000,310 1,96.0,297 1,4.0
10760,,1,59,1000,310 5,98.0,108 4,3.0
10761,,3,71,1000,298 2,109.0,108 1,0.0
10762,,1,34,1000,298 1,106.0,115 1,1.0
10763,,1,53,1000,298 5,108.0,308 4,1.0
10764,,2,53,1000,117 2,385.0,308 2,2.0
10765,,1,49,1000,117 4,384.0,297 4,2.0
10766,,1,28,1000,117 1,383.0,108 1,3.0
10767,,2,67,1000,107 2,484.0,297 2,3.0
10768,,1,35,1000,107 1,481.0,308 1,6.0
10769,,1,56,1000,107 4,484.0,115 4,5.0
10770,,1,47,200,38 3,548.0,85 2,2.0
121008402,,5,76,200,,,,
1210006903,,4,315,200,,,,
1210008202,,2,33,200,,,,
1210008203,,2,43,200,,,,
1210008303,,2,74,200,,,,
1210008401,,5,148,200,,,,
1210008402,,4,189,200,,,,
1210008501,,5,44,200,,,,
1210008603,,2,153,200,,,,
1210008703,,2,21,200,,,,
1210009402,,3,23,200,,,,
1210009403,,4,104,200,,,,
1210009502,,4,53,200,,,,
1210009503,,4,68,200,,,,
1210009600,,1,121,200,,,,
1210009700,,1,180,200,,,,
1210012001,,2,13,200,,,,
1210012101,,2,410,200,,,,
1210012103,,2,132,200,,,,
1210012600,,4,132,200,,,,
1210012700,,4,138,200,,,,
1210014303,,4,302,200,,,,
1210015600,,2,146,200,,,,
1210015700,,2,169,200,,,,
1210018202,,3,91,200,,,,
1210018302,,4,143,200,,,,
1210018401,,4,76,200,,,,
1210018504,,4,56,200,,,,
1210019201,,3,112,200,,,,
1210021204,,5,96,200,,,,
1210021304,,5,134,200,,,,
1210021904,,5,154,200,,,,
1220000102,,4,326,200,,,,
1220000201,,5,87,200,,,,
1220000300,,4,28,200,,,,
1220000402,,4,510,200,,,,
1220000502,,4,461,200,,,,
1220000600,,4,19,200,,,,
1220000704,,4,335,200,,,,
1220000803,,4,335,200,,,,
1220001100,,4,67,200,,,,
1220001200,,5,63,200,,,,
1220001501,,6,138,200,,,,
1220001602,,4,140,200,,,,
1220001900,,4,155,200,,,,
1220002001,,6,150,200,,,,
1220002202,,6,131,200,,,,
1220002302,,5,139,200,,,,
1220006403,,3,134,200,,,,
1220006503,,4,76,200,,,,
1220006801,,2,211,200,,,,
1220006803,,4,407,200,,,,
1220006903,,5,100,200,,,,
1220007001,,2,222,200,,,,
1220007004,,2,293,200,,,,
1220007101,,2,213,200,,,,
1220007104,,2,294,200,,,,
1220007200,,4,72,200,,,,
1220007300,,3,267,200,,,,
1220007401,,2,148,200,,,,
1220007402,,2,212,200,,,,
1220007501,,2,148,200,,,,
1220007502,,2,212,200,,,,
1220008201,,2,93,200,,,,
1220008202,,2,165,200,,,,
1220008203,,2,74,200,,,,
1220008301,,2,98,200,,,,
1220008302,,2,168,200,,,,
1220008303,,2,51,200,,,,
1220008401,,4,51,200,,,,
1220008402,,5,48,200,,,,
1220008501,,4,148,200,,,,
1220008502,,4,374,200,,,,
1220008601,,2,38,200,,,,
1220008602,,2,181,200,,,,
1220008603,,2,17,200,,,,
1220008701,,2,36,200,,,,
1220008702,,2,171,200,,,,
