no,role,is_connector,lane_count,length_m,orientation,start_xy,end_xy,centroid_xy,from_link,to_link,name
298,urban_road,False,5,109.752,EW,"[-5748725.321, -967606.217]","[-5748825.979, -967649.958]","[-5748775.65, -967628.088]",,,
308,urban_road,False,4,48.674,NS,"[-5748857.685, -967694.981]","[-5748840.449, -967740.501]","[-5748849.067, -967717.741]",,,
309,urban_road,False,3,490.738,NS,"[-5748837.061, -967744.773]","[-5748639.597, -968193.725]","[-5748768.299, -967909.045]",,,
310,urban_road,False,5,99.058,NS,"[-5748803.179, -967790.588]","[-5748838.89, -967698.191]","[-5748821.034, -967744.39]",,,
311,urban_road,False,1,60.174,NS,"[-5748845.752, -967749.193]","[-5748824.834, -967805.614]","[-5748835.293, -967777.403]",,,
314,urban_road,False,6,74.066,NS,"[-5748628.648, -968207.448]","[-5748598.801, -968275.233]","[-5748613.724, -968241.341]",,,
316,urban_road,False,1,20.804,NS,"[-5748603.489, -968286.077]","[-5748609.087, -968305.817]","[-5748605.508, -968296.26]",,,
317,urban_road,False,4,82.256,EW,"[-5748305.817, -968143.911]","[-5748377.817, -968183.686]","[-5748341.817, -968163.799]",,,
319,urban_road,False,1,23.066,EW,"[-5748557.037, -968275.556]","[-5748577.891, -968267.138]","[-5748568.014, -968272.472]",,,
321,urban_road,False,5,98.511,EW,"[-5748614.304, -968317.913]","[-5748699.304, -968367.706]","[-5748656.804, -968342.809]",,,
322,urban_road,False,4,140.439,EW,"[-5748712.341, -968376.839]","[-5748833.139, -968448.471]","[-5748772.74, -968412.655]",,,
324,urban_road,False,4,162.257,EW,"[-5748947.602, -968533.928]","[-5748807.423, -968452.215]","[-5748877.512, -968493.071]",,,
325,urban_road,False,5,120.585,EW,"[-5748851.061, -968460.103]","[-5748954.854, -968521.487]","[-5748902.957, -968490.795]",,,
326,urban_road,False,4,172.28,EW,"[-5748984.384, -968536.515]","[-5749149.818, -968581.299]","[-5749047.776, -968558.596]",,,
327,urban_road,False,5,138.305,EW,"[-5749110.176, -968589.47]","[-5748978.41, -968549.617]","[-5749035.55, -968570.556]",,,
328,urban_road,False,4,176.704,EW,"[-5749293.551, -968622.639]","[-5749119.352, -968592.992]","[-5749206.452, -968607.815]",,,
329,urban_road,False,4,120.816,EW,"[-5749162.812, -968583.327]","[-5749281.795, -968604.291]","[-5749222.303, -968593.809]",,,
332,urban_road,False,1,29.862,EW,"[-5748594.938, -968338.822]","[-5748571.132, -968354.142]","[-5748583.484, -968342.978]",,,
334,urban_road,False,1,31.23,NS,"[-5748492.884, -968546.822]","[-5748487.876, -968577.648]","[-5748490.38, -968562.235]",,,
336,urban_road,False,1,14.772,NS,"[-5748552.888, -968325.104]","[-5748549.4, -968311.15]","[-5748551.9, -968317.462]",,,
337,urban_road,False,4,303.016,NS,"[-5748484.722, -968542.123]","[-5748364.292, -968820.179]","[-5748424.507, -968681.151]",,,
340,urban_road,False,1,50.965,NS,"[-5748439.607, -968555.75]","[-5748469.732, -968514.642]","[-5748454.669, -968535.196]",,,
341,urban_road,False,1,65.915,DIAG,"[-5748265.194, -968823.007]","[-5748316.641, -968864.174]","[-5748299.113, -968850.552]",,,
342,urban_road,False,1,68.389,DIAG,"[-5748314.895, -968869.713]","[-5748262.174, -968826.156]","[-5748293.186, -968851.667]",,,
343,urban_road,False,1,72.99,DIAG,"[-5748394.347, -968940.826]","[-5748338.128, -968894.291]","[-5748358.585, -968911.017]",,,
344,urban_road,False,1,72.777,DIAG,"[-5748340.586, -968892.444]","[-5748397.476, -968937.799]","[-5748360.434, -968907.94]",,,
353,urban_road,False,2,138.351,EW,"[-5748623.964, -969340.884]","[-5748491.584, -969304.107]","[-5748552.926, -969325.619]",,,
354,urban_road,False,2,130.87,EW,"[-5748499.089, -969301.2]","[-5748624.81, -969334.442]","[-5748555.215, -969319.873]",,,
355,urban_road,False,1,22.691,DIAG,"[-5748472.295, -969325.723]","[-5748486.29, -969307.861]","[-5748479.292, -969316.792]",,,
356,urban_road,False,1,22.691,DIAG,"[-5748488.455, -969309.557]","[-5748474.46, -969327.419]","[-5748481.457, -969318.488]",,,
357,urban_road,False,1,18.249,EW,"[-5748497.25, -969292.054]","[-5748513.867, -969284.512]","[-5748505.559, -969288.283]",,,
358,urban_road,False,2,113.644,EW,"[-5748641.81, -969337.312]","[-5748754.463, -969352.286]","[-5748698.137, -969344.799]",,,
359,urban_road,False,2,119.631,EW,"[-5748759.555, -969359.419]","[-5748640.967, -969343.656]","[-5748700.261, -969351.538]",,,
360,urban_road,False,1,21.438,NS,"[-5748623.838, -969368.543]","[-5748626.931, -969347.329]","[-5748625.385, -969357.936]",,,
361,urban_road,False,1,21.438,NS,"[-5748630.395, -969347.834]","[-5748627.301, -969369.048]","[-5748628.848, -969358.441]",,,
364,urban_road,False,1,55.48,NS,"[-5748742.757, -969421.048]","[-5748770.806, -969374.497]","[-5748763.353, -969392.214]",,,
365,urban_road,False,1,57.312,NS,"[-5748774.246, -969375.141]","[-5748745.416, -969423.325]","[-5748766.485, -969393.604]",,,
367,urban_road,False,2,192.645,DIAG,"[-5747953.077, -969481.546]","[-5747831.874, -969631.217]","[-5747904.975, -969539.628]",,,
371,urban_road,False,2,33.484,DIAG,"[-5748102.97, -968993.206]","[-5748127.866, -969015.597]","[-5748115.418, -969004.402]",,,
374,urban_road,False,1,22.303,EW,"[-5747777.84, -969641.275]","[-5747798.271, -969633.578]","[-5747787.392, -969638.817]",,,
378,urban_road,False,2,76.254,DIAG,"[-5747667.303, -969798.06]","[-5747715.269, -969738.78]","[-5747691.286, -969768.42]",,,
379,urban_road,False,1,689.392,DIAG,"[-5747209.811, -970375.627]","[-5747638.066, -969835.388]","[-5747423.939, -970105.507]",,,
380,urban_road,False,1,745.341,DIAG,"[-5747695.821, -969806.779]","[-5747237.883, -970394.849]","[-5747466.852, -970100.814]",,,
381,urban_road,False,1,90.587,EW,"[-5747850.443, -969734.678]","[-5747769.007, -969718.744]","[-5747795.483, -969712.967]",,,
382,urban_road,False,3,40.799,DIAG,"[-5747739.78, -969712.026]","[-5747766.556, -969681.244]","[-5747753.168, -969696.635]",,,
383,urban_road,False,1,56.334,NS,"[-5747733.416, -969707.784]","[-5747730.823, -969656.401]","[-5747738.235, -969681.18]",,,
385,urban_road,False,1,11.428,NS,"[-5747817.956, -969654.692]","[-5747819.245, -969665.925]","[-5747818.195, -969660.197]",,,
387,urban_road,False,4,226.561,EW,"[-5748074.734, -969867.979]","[-5747884.797, -969744.542]","[-5747996.89, -969817.074]",,,
403,urban_road,False,3,278.926,DIAG,"[-5748654.261, -969931.817]","[-5748476.453, -970146.72]","[-5748589.725, -970009.686]",,,
404,urban_road,False,4,266.02,DIAG,"[-5748476.534, -970129.479]","[-5748646.412, -969924.764]","[-5748585.044, -969998.627]",,,
407,urban_road,False,3,270.492,DIAG,"[-5748665.256, -969898.254]","[-5748838.908, -969690.864]","[-5748752.082, -969794.559]",,,
408,urban_road,False,3,201.176,DIAG,"[-5748848.29, -969698.231]","[-5748718.841, -969852.228]","[-5748783.565, -969775.229]",,,
409,urban_road,False,4,59.627,DIAG,"[-5748710.279, -969860.931]","[-5748672.161, -969906.782]","[-5748691.22, -969883.857]",,,
410,urban_road,False,4,44.043,DIAG,"[-5748887.609, -969649.719]","[-5748859.251, -969683.417]","[-5748873.43, -969666.568]",,,
411,urban_road,False,3,160.42,DIAG,"[-5748851.697, -969675.367]","[-5748954.889, -969552.544]","[-5748911.807, -969603.938]",,,
412,urban_road,False,3,108.836,DIAG,"[-5748963.844, -969560.778]","[-5748893.915, -969644.175]","[-5748928.88, -969602.476]",,,
413,urban_road,False,3,47.43,NS,"[-5748960.026, -969547.513]","[-5748984.633, -969507.35]","[-5748974.488, -969526.811]",,,
416,urban_road,False,2,165.727,DIAG,"[-5749161.323, -969538.7]","[-5749042.615, -969429.372]","[-5749105.877, -969473.761]",,,
417,urban_road,False,2,171.855,DIAG,"[-5749043.497, -969422.493]","[-5749167.26, -969534.992]","[-5749113.591, -969471.04]",,,
420,urban_road,False,3,718.307,NS,"[-5749318.491, -968648.797]","[-5749066.017, -969321.268]","[-5749170.148, -969043.22]",,,
421,urban_road,False,2,180.845,NS,"[-5749177.097, -969548.865]","[-5749278.689, -969698.478]","[-5749227.893, -969623.672]",,,
422,urban_road,False,2,17.249,NS,"[-5749282.572, -969704.064]","[-5749292.266, -969718.331]","[-5749287.419, -969711.197]",,,
423,urban_road,False,2,180.159,NS,"[-5749273.388, -969702.065]","[-5749172.15, -969553.041]","[-5749222.769, -969627.553]",,,
424,urban_road,False,2,17.249,NS,"[-5749286.972, -969721.928]","[-5749277.279, -969707.66]","[-5749282.125, -969714.794]",,,
425,urban_road,False,2,284.035,DIAG,"[-5749303.933, -969733.968]","[-5749502.748, -969909.803]","[-5749410.235, -969862.614]",,,
426,urban_road,False,2,290.058,DIAG,"[-5749502.748, -969915.803]","[-5749298.872, -969737.192]","[-5749407.213, -969867.266]",,,
427,urban_road,False,4,521.718,NS,"[-5749124.803, -969133.534]","[-5749305.129, -968643.971]","[-5749214.966, -968888.753]",,,
459,urban_road,False,1,38.273,NS,"[-5747559.949, -967787.765]","[-5747579.917, -967755.115]","[-5747569.933, -967771.44]",,,
460,urban_road,False,1,33.26,NS,"[-5747582.716, -967762.432]","[-5747565.363, -967790.806]","[-5747574.04, -967776.619]",,,
461,urban_road,False,1,64.449,EW,"[-5747455.599, -967343.255]","[-5747515.808, -967366.246]","[-5747493.855, -967357.862]",,,
462,urban_road,False,1,83.485,DIAG,"[-5747615.08, -967416.902]","[-5747555.261, -967358.665]","[-5747585.171, -967387.784]",,,
463,urban_road,False,1,83.485,DIAG,"[-5747557.703, -967356.157]","[-5747617.521, -967414.395]","[-5747587.612, -967385.276]",,,
467,urban_road,False,1,61.526,NS,"[-5747876.513, -967816.721]","[-5747845.076, -967869.61]","[-5747860.794, -967843.165]",,,
468,urban_road,False,1,61.526,NS,"[-5747840.583, -967865.933]","[-5747872.02, -967813.044]","[-5747856.302, -967839.488]",,,
469,urban_road,False,1,48.826,NS,"[-5747809.052, -967942.332]","[-5747834.687, -967900.776]","[-5747821.87, -967921.554]",,,
470,urban_road,False,1,48.826,NS,"[-5747839.285, -967903.019]","[-5747813.65, -967944.574]","[-5747826.468, -967923.797]",,,
10000,urban_road,True,2,12.452,EW,"[-5746405.751, -967905.586]","[-5746417.254, -967910.353]","[-5746411.502, -967907.969]",3,1220017202,
10001,urban_road,True,2,17.455,EW,"[-5746351.767, -967891.319]","[-5746335.887, -967884.081]","[-5746343.827, -967887.7]",23,4,
10002,urban_road,True,2,6.703,EW,"[-5746224.722, -967830.389]","[-5746230.738, -967833.345]","[-5746227.73, -967831.867]",6,5,
10003,urban_road,True,2,8.647,EW,"[-5746229.172, -967840.273]","[-5746220.717, -967838.459]","[-5746224.945, -967839.366]",7,8,
10004,urban_road,True,1,6.83,EW,"[-5746228.675, -967838.173]","[-5746222.927, -967834.515]","[-5746225.797, -967836.354]",7,8,
10005,urban_road,True,2,45.534,EW,"[-5746264.691, -967847.39]","[-5746307.84, -967861.877]","[-5746286.258, -967854.653]",5,3,
10006,urban_road,True,1,17.594,EW,"[-5746352.385, -967889.681]","[-5746337.777, -967879.992]","[-5746345.081, -967884.836]",23,4,
10007,urban_road,True,1,35.122,NS,"[-5746294.922, -967843.334]","[-5746280.514, -967875.358]","[-5746287.652, -967859.32]",9,12,
10008,urban_road,True,1,20.638,NS,"[-5746297.691, -967844.487]","[-5746308.343, -967860.192]","[-5746301.152, -967853.118]",9,3,
10009,urban_road,True,1,31.545,EW,"[-5746294.922, -967843.334]","[-5746268.086, -967854.476]","[-5746282.68, -967851.75]",9,7,
10010,urban_road,True,2,45.904,EW,"[-5746310.366, -967873.666]","[-5746267.88, -967856.284]","[-5746289.117, -967864.99]",4,7,
10011,urban_road,True,1,34.137,DIAG,"[-5746312.066, -967869.5]","[-5746290.058, -967847.21]","[-5746297.984, -967859.636]",4,10,
10012,urban_road,True,1,23.987,EW,"[-5746265.36, -967845.773]","[-5746287.383, -967845.832]","[-5746277.263, -967847.959]",5,10,
10013,urban_road,True,1,34.085,NS,"[-5746264.023, -967849.007]","[-5746280.303, -967875.905]","[-5746275.19, -967861.157]",5,12,
10014,urban_road,True,1,36.056,NS,"[-5746275.277, -967879.217]","[-5746290.363, -967846.479]","[-5746282.753, -967862.821]",11,10,
10015,urban_road,True,1,38.824,EW,"[-5746275.277, -967879.217]","[-5746307.365, -967863.573]","[-5746289.803, -967867.888]",11,3,
10016,urban_road,True,1,25.046,NS,"[-5746275.277, -967879.217]","[-5746266.779, -967857.723]","[-5746273.253, -967867.515]",11,7,
10017,urban_road,True,2,32.49,EW,"[-5746171.426, -967807.274]","[-5746201.135, -967820.077]","[-5746186.143, -967813.995]",13,6,
10018,urban_road,True,2,30.436,EW,"[-5746196.293, -967827.722]","[-5746168.329, -967815.709]","[-5746182.311, -967821.716]",8,14,
10019,urban_road,True,1,16.733,NS,"[-5746198.313, -967823.694]","[-5746194.642, -967808.677]","[-5746194.998, -967816.801]",8,16,
10020,urban_road,True,1,25.201,EW,"[-5746172.312, -967805.747]","[-5746194.765, -967808.357]","[-5746184.351, -967809.675]",13,16,
10021,urban_road,True,1,10.996,NS,"[-5746198.286, -967808.957]","[-5746201.498, -967818.599]","[-5746198.919, -967814.183]",15,6,
10022,urban_road,True,1,6.466,NS,"[-5748287.719, -967521.574]","[-5748290.169, -967515.59]","[-5748288.944, -967518.582]",274,1220019303,
10023,urban_road,True,4,43.484,EW,"[-5747803.744, -969688.696]","[-5747765.602, -969667.849]","[-5747778.896, -969675.025]",1220000201,1220000402,
10024,urban_road,True,4,11.956,EW,"[-5747237.908, -969306.791]","[-5747228.257, -969299.734]","[-5747233.082, -969303.263]",1220000600,174,
10025,urban_road,True,4,45.396,NS,"[-5748206.549, -969130.245]","[-5748228.86, -969090.713]","[-5748221.307, -969104.053]",1220006903,1220008501,
10026,urban_road,True,1,9.57,NS,"[-5748267.998, -967574.018]","[-5748271.235, -967565.012]","[-5748269.616, -967569.515]",271,274,
10027,urban_road,True,1,10.268,EW,"[-5747848.233, -967904.844]","[-5747838.835, -967903.748]","[-5747843.291, -967903.357]",128,470,
10028,urban_road,True,1,13.389,EW,"[-5747828.961, -967863.219]","[-5747841.026, -967865.188]","[-5747835.286, -967865.476]",121008402,468,
10029,urban_road,True,1,25.605,EW,"[-5748206.499, -969086.175]","[-5748228.837, -969080.042]","[-5748217.992, -969085.944]",1220008201,1220008501,
10030,urban_road,True,1,33.722,NS,"[-5747853.827, -967893.307]","[-5747841.066, -967865.12]","[-5747844.259, -967880.101]",128,468,
10031,urban_road,True,1,31.703,NS,"[-5747827.068, -967876.882]","[-5747839.043, -967903.41]","[-5747836.059, -967889.382]",121008402,470,
10032,urban_road,True,4,53.6,EW,"[-5748073.697, -968013.548]","[-5748121.011, -968038.734]","[-5748091.056, -968022.788]",1220018401,1220014203,
10033,urban_road,True,1,20.269,EW,"[-5747601.305, -967762.72]","[-5747582.616, -967762.595]","[-5747591.481, -967760.79]",122,460,
10034,urban_road,True,1,32.042,EW,"[-5746309.799, -967875.055]","[-5746280.434, -967875.567]","[-5746293.869, -967872.423]",4,12,
10035,urban_road,True,4,22.219,NS,"[-5746670.21, -967828.27]","[-5746660.754, -967848.377]","[-5746665.482, -967838.324]",25,1220001501,
10036,urban_road,True,1,20.843,NS,"[-5746664.937, -967827.215]","[-5746653.229, -967844.383]","[-5746659.09, -967835.801]",25,1220001501,
10037,urban_road,True,1,10.958,EW,"[-5746554.514, -967964.264]","[-5746565.352, -967964.601]","[-5746559.893, -967964.825]",1220017202,27,
10038,urban_road,True,1,21.457,NS,"[-5746584.556, -967952.204]","[-5746595.595, -967933.925]","[-5746590.509, -967943.356]",27,1220001602,
10039,urban_road,True,4,26.829,NS,"[-5746642.835, -967840.674]","[-5746653.387, -967816.007]","[-5746648.111, -967828.341]",1220001602,28,
10040,urban_road,True,4,19.514,NS,"[-5746774.752, -967591.323]","[-5746766.992, -967609.227]","[-5746770.872, -967600.275]",1220001900,25,
10041,urban_road,True,4,18.715,NS,"[-5746748.049, -967601.76]","[-5746754.612, -967584.233]","[-5746751.33, -967592.996]",28,1220002001,
10042,urban_road,True,1,19.661,NS,"[-5746752.921, -967603.723]","[-5746763.02, -967586.854]","[-5746757.971, -967595.289]",28,1220002001,
10043,urban_road,True,4,15.53,NS,"[-5746497.166, -968179.426]","[-5746502.879, -968164.985]","[-5746500.022, -968172.206]",35,36,
10044,urban_road,True,4,16.22,NS,"[-5746519.469, -968171.456]","[-5746513.208, -968186.42]","[-5746516.339, -968178.938]",33,34,
10045,urban_road,True,1,16.164,NS,"[-5746514.52, -968169.679]","[-5746505.229, -968182.827]","[-5746509.884, -968176.257]",33,34,
10046,urban_road,True,4,13.529,NS,"[-5746539.399, -968078.526]","[-5746544.67, -968066.067]","[-5746542.035, -968072.296]",36,1220001200,
10047,urban_road,True,1,13.737,DIAG,"[-5746544.347, -968080.305]","[-5746552.722, -968069.494]","[-5746548.526, -968074.896]",36,1220001200,
10048,urban_road,True,4,8.745,NS,"[-5746561.414, -968072.343]","[-5746558.228, -968080.487]","[-5746559.821, -968076.415]",1220001100,33,
10049,urban_road,True,2,20.277,EW,"[-5746747.207, -968108.523]","[-5746764.528, -968119.065]","[-5746755.868, -968113.794]",1220015600,1210015600,
10050,urban_road,True,2,20.512,EW,"[-5746761.17, -968125.115]","[-5746743.6, -968114.53]","[-5746752.385, -968119.822]",1220015700,1210015700,
10051,urban_road,True,4,44.16,NS,"[-5746605.416, -967972.038]","[-5746587.137, -968012.21]","[-5746594.544, -967996.489]",1220001501,1220001100,
10052,urban_road,True,1,28.713,NS,"[-5746609.974, -967974.7]","[-5746614.147, -967999.878]","[-5746609.064, -967989.482]",1220001501,1220015600,
10053,urban_road,True,2,34.342,EW,"[-5746596.297, -967967.932]","[-5746567.214, -967978.875]","[-5746582.447, -967977.176]",1220001501,1220017300,
10054,urban_road,True,4,47.66,NS,"[-5746568.32, -968011.482]","[-5746585.823, -967967.163]","[-5746577.046, -967989.306]",1220001200,1220001602,
10055,urban_road,True,1,41.978,EW,"[-5746576.371, -968014.908]","[-5746612.02, -968002.668]","[-5746593.208, -968004.356]",1220001200,1220015600,
10056,urban_road,True,1,31.95,NS,"[-5746563.445, -968009.53]","[-5746566.441, -967980.45]","[-5746567.568, -967994.94]",1220001200,1220017300,
10057,urban_road,True,2,53.61,EW,"[-5746569.177, -967972.114]","[-5746613.582, -968001.712]","[-5746592.076, -967985.791]",1220017202,1220015600,
10058,urban_road,True,1,42.773,NS,"[-5746568.518, -967973.735]","[-5746582.281, -968010.212]","[-5746580.933, -967992.993]",1220017202,1220001100,
10059,urban_road,True,2,54.581,EW,"[-5746611.993, -968009.636]","[-5746567.214, -967978.875]","[-5746590.304, -967993.127]",1210015700,1220017300,
10060,urban_road,True,1,48.147,NS,"[-5746613.149, -968008.321]","[-5746590.382, -967969.218]","[-5746597.783, -967989.631]",1210015700,1220001602,
10061,urban_road,True,1,23.477,EW,"[-5746612.055, -968012.02]","[-5746591.953, -968014.299]","[-5746600.415, -968010.293]",1210015700,1220001100,
10062,urban_road,True,4,25.706,NS,"[-5746430.208, -968376.797]","[-5746420.086, -968400.426]","[-5746425.147, -968388.611]",44,45,
10063,urban_road,True,1,16.15,EW,"[-5748334.106, -967458.332]","[-5748319.983, -967463.749]","[-5748326.126, -967459.9]",1220020904,1210019201,
10064,urban_road,True,2,51.691,NS,"[-5748304.435, -967464.196]","[-5748323.003, -967415.956]","[-5748312.773, -967442.516]",1220019303,1220023201,
10065,urban_road,True,1,40.321,EW,"[-5748309.119, -967465.384]","[-5748338.784, -967443.153]","[-5748322.04, -967451.19]",1220019303,1220020804,
10066,urban_road,True,4,24.661,NS,"[-5746403.091, -968393.266]","[-5746413.659, -968370.985]","[-5746408.375, -968382.126]",42,41,
10067,urban_road,True,1,24.983,NS,"[-5746407.955, -968395.246]","[-5746421.673, -968374.499]","[-5746415.323, -968384.872]",42,41,
10068,urban_road,True,4,57.26,NS,"[-5746485.535, -968249.846]","[-5746462.206, -968302.136]","[-5746472.529, -968279.006]",34,44,
10069,urban_road,True,1,47.583,EW,"[-5746477.515, -968246.347]","[-5746440.271, -968262.119]","[-5746458.242, -968261.669]",34,51,
10070,urban_road,True,1,42.996,NS,"[-5746490.347, -968251.945]","[-5746485.767, -968293.134]","[-5746484.48, -968276.023]",34,49,
10071,urban_road,True,4,58.024,NS,"[-5746442.143, -968304.524]","[-5746465.717, -968251.507]","[-5746455.357, -968274.626]",41,35,
10072,urban_road,True,1,46.992,EW,"[-5746450.185, -968307.971]","[-5746485.76, -968293.121]","[-5746469.437, -968292.471]",41,49,
10073,urban_road,True,1,43.029,NS,"[-5746437.317, -968302.456]","[-5746440.085, -968261.933]","[-5746442.819, -968278.08]",41,51,
10074,urban_road,True,1,54.747,DIAG,"[-5746483.012, -968295.419]","[-5746440.272, -968262.12]","[-5746462.614, -968278.057]",48,51,
10075,urban_road,True,1,45.233,NS,"[-5746482.972, -968295.343]","[-5746470.606, -968253.43]","[-5746473.994, -968274.485]",48,35,
10076,urban_road,True,1,20.393,EW,"[-5746483.236, -968295.847]","[-5746467.253, -968303.687]","[-5746475.153, -968297.386]",48,44,
10077,urban_road,True,1,55.883,DIAG,"[-5746442.283, -968259.18]","[-5746485.838, -968293.271]","[-5746465.053, -968275.497]",50,49,
10078,urban_road,True,1,23.936,EW,"[-5746442.223, -968259.12]","[-5746461.063, -968249.046]","[-5746452.127, -968256.655]",50,35,
10079,urban_road,True,1,45.826,NS,"[-5746442.401, -968259.299]","[-5746457.353, -968300.132]","[-5746453.419, -968279.036]",50,44,
10080,urban_road,True,4,30.216,EW,"[-5746641.638, -967344.882]","[-5746669.848, -967355.706]","[-5746655.743, -967350.294]",54,53,
10081,urban_road,True,4,12.662,EW,"[-5746591.465, -967326.675]","[-5746603.435, -967330.801]","[-5746597.45, -967328.738]",55,54,
10082,urban_road,True,5,16.802,EW,"[-5746703.991, -967370.234]","[-5746720.078, -967375.084]","[-5746712.034, -967372.659]",53,1220061200,
10083,urban_road,True,5,20.296,EW,"[-5746702.456, -967369.665]","[-5746720.606, -967378.75]","[-5746711.531, -967374.207]",53,1220061200,
10084,urban_road,True,4,32.684,EW,"[-5746639.64, -967344.146]","[-5746668.739, -967359.028]","[-5746654.19, -967351.587]",54,53,
10085,urban_road,True,4,11.847,NS,"[-5746933.02, -967233.827]","[-5746927.963, -967244.541]","[-5746930.492, -967239.184]",60,59,
10086,urban_road,True,4,14.838,NS,"[-5746913.925, -967277.268]","[-5746907.255, -967290.522]","[-5746910.59, -967283.895]",59,1220002202,
10087,urban_road,True,1,14.677,DIAG,"[-5746908.96, -967275.523]","[-5746899.443, -967286.538]","[-5746904.201, -967281.03]",59,1220002202,
10088,urban_road,True,1,13.987,NS,"[-5746868.642, -967394.072]","[-5746869.407, -967407.772]","[-5746868.41, -967400.926]",1220002202,63,
10089,urban_road,True,1,22.49,NS,"[-5748302.824, -967463.931]","[-5748296.406, -967444.051]","[-5748301.541, -967453.574]",1220019303,1220022601,
10090,urban_road,True,1,13.238,DIAG,"[-5746827.316, -967390.91]","[-5746836.039, -967381.296]","[-5746832.132, -967386.536]",64,1220002302,
10091,urban_road,True,1,10.588,EW,"[-5746798.89, -967397.291]","[-5746809.296, -967397.71]","[-5746804.119, -967397.968]",1220061200,64,
10092,urban_road,True,1,8.77,DIAG,"[-5746799.827, -967429.842]","[-5746794.165, -967423.332]","[-5746797.204, -967426.314]",65,1220061100,
10093,urban_road,True,1,35.557,NS,"[-5748300.446, -967431.351]","[-5748313.766, -967462.097]","[-5748309.786, -967445.73]",1220022501,1210019201,
10094,urban_road,True,2,51.641,NS,"[-5748336.878, -967414.931]","[-5748318.49, -967463.175]","[-5748328.319, -967437.577]",1220023101,1210019201,
10095,urban_road,True,2,48.086,NS,"[-5747605.963, -967178.291]","[-5747625.888, -967134.53]","[-5747615.415, -967157.663]",1210021904,1220024901,
10096,urban_road,True,1,16.583,NS,"[-5747601.186, -967177.278]","[-5747598.765, -967162.187]","[-5747601.407, -967169.07]",1210021904,1220024301,
10097,urban_road,True,2,39.779,EW,"[-5747611.822, -967180.868]","[-5747642.743, -967160.659]","[-5747625.25, -967168.186]",1210021904,1220022504,
10098,urban_road,True,1,22.82,EW,"[-5747643.846, -967179.98]","[-5747622.385, -967185.77]","[-5747632.811, -967181.697]",1220022604,1220021803,
10099,urban_road,True,2,42.884,EW,"[-5746847.456, -967405.277]","[-5746814.458, -967425.855]","[-5746832.032, -967420.295]",1220002202,1220061100,
10100,urban_road,True,3,50.741,NS,"[-5747640.363, -967137.367]","[-5747619.775, -967183.741]","[-5747629.342, -967162.075]",1220024801,1220021803,
10101,urban_road,True,1,38.433,NS,"[-5747601.332, -967149.84]","[-5747616.602, -967183.018]","[-5747612.261, -967166.697]",1220024201,1220021803,
10102,urban_road,True,3,47.145,EW,"[-5746858.358, -967444.093]","[-5746814.185, -967427.621]","[-5746838.065, -967436.528]",1210021304,1220061100,
10103,urban_road,True,2,55.287,EW,"[-5747816.195, -969645.394]","[-5747767.122, -969664.668]","[-5747794.212, -969657.759]",1220043200,1220000402,
10104,urban_road,True,1,1.324,EW,"[-5747864.008, -968721.15]","[-5747862.949, -968720.37]","[-5747863.497, -968720.744]",1210008303,17,
10105,urban_road,True,1,4.537,EW,"[-5747857.101, -968719.108]","[-5747853.497, -968721.725]","[-5747855.213, -968720.244]",17,1220008603,
10106,urban_road,True,1,1.443,NS,"[-5747854.719, -968715.337]","[-5747853.867, -968716.494]","[-5747854.312, -968715.939]",18,1220008603,
10107,urban_road,True,1,22.443,NS,"[-5747852.219, -968688.298]","[-5747856.631, -968709.772]","[-5747855.53, -968698.847]",1210012001,18,
10108,urban_road,True,1,1.478,DIAG,"[-5747847.401, -968713.612]","[-5747848.407, -968712.53]","[-5747847.904, -968713.071]",1210008703,19,
10109,urban_road,True,1,6.853,NS,"[-5747851.512, -968704.655]","[-5747850.556, -968697.923]","[-5747851.137, -968701.238]",19,1220012101,
10110,urban_road,True,1,13.592,DIAG,"[-5747731.896, -969657.817]","[-5747723.462, -969647.275]","[-5747727.895, -969652.311]",383,1220000402,
10111,urban_road,True,2,32.053,EW,"[-5747641.575, -969593.445]","[-5747610.363, -969587.222]","[-5747626.232, -969589.702]",1220000402,20,
10112,urban_road,True,2,20.031,NS,"[-5747172.38, -969277.633]","[-5747165.633, -969259.491]","[-5747169.944, -969268.098]",21,174,
10113,urban_road,True,2,22.802,EW,"[-5747075.219, -969164.719]","[-5747097.515, -969167.462]","[-5747086.135, -969166.815]",1220000502,22,
10114,urban_road,True,2,24.793,EW,"[-5748642.157, -969895.308]","[-5748664.84, -969896.415]","[-5748653.661, -969898.456]",43,407,
10115,urban_road,True,4,1.001,EW,"[-5747260.783, -967590.121]","[-5747259.844, -967589.773]","[-5747260.314, -967589.947]",1220021301,1220021303,
10116,urban_road,True,2,16.324,NS,"[-5748013.667, -968331.203]","[-5748017.734, -968315.394]","[-5748015.701, -968323.298]",1220011101,1220011103,
10117,urban_road,True,2,12.827,NS,"[-5748023.159, -968318.339]","[-5748019.94, -968330.755]","[-5748021.549, -968324.547]",1220011003,1220011001,
10118,urban_road,True,3,135.756,EW,"[-5750003.784, -968742.887]","[-5749870.281, -968718.26]","[-5749937.032, -968730.573]",32,30,
10119,urban_road,True,3,130.63,EW,"[-5749880.934, -968707.459]","[-5750009.494, -968730.617]","[-5749945.214, -968719.038]",29,31,
10120,urban_road,True,2,38.595,DIAG,"[-5746860.727, -967436.436]","[-5746836.989, -967410.205]","[-5746845.331, -967424.585]",1210021304,1220002302,
