arm,time_s,zone,command_kph,link,position_m,flow_vph_per_lane,occupancy_pct,speed_kph
vsl,6000,FW_W__seg10,120.0,120,1569.2945392994002,978.0,4.042419928835518,114.64294337239828
vsl,6000,FW_W__seg15,120.0,120,4263.717808949101,690.0,2.76460435718087,119.24205876378642
vsl,6150,FW_E__seg0,60.0,74,40.0,1890.0,30.6245637454289,32.23179853525706
vsl,6150,FW_E__seg5,80.0,2,48.18555656496521,1932.0,16.217064217038324,60.710395066295234
vsl,6150,FW_E__seg10,120.0,2,2652.0273490354593,1728.0,10.933503345848452,80.50412966606528
vsl,6150,FW_E__seg15,120.0,24,652.704139739827,1792.0,9.441515948027865,94.18463184795884
vsl,6150,FW_W__seg0,60.0,26,40.0,1544.0,37.68038129356927,28.73435973351139
vsl,6150,FW_W__seg5,120.0,26,2694.4232696497,1416.0,12.24494274258862,59.921827632887364
vsl,6150,FW_W__seg10,120.0,120,1569.2945392994002,1020.0,4.4836845350688375,115.59674231924214
vsl,6150,FW_W__seg15,120.0,120,4263.717808949101,780.0,3.278061616153715,117.07904773169619
vsl,6300,FW_E__seg0,60.0,74,40.0,1974.0,31.01245874813703,32.78906619038079
vsl,6300,FW_E__seg5,80.0,2,48.18555656496521,1854.0,14.679533551399848,60.9992646289016
vsl,6300,FW_E__seg10,80.0,2,2652.0273490354593,1716.0,11.183086500128082,79.94167131294296
vsl,6300,FW_E__seg15,120.0,24,652.704139739827,2232.0,12.544715701899435,90.72707867983189
vsl,6300,FW_W__seg0,60.0,26,40.0,1280.0,44.932932355578764,28.135527358126375
vsl,6300,FW_W__seg5,120.0,26,2694.4232696497,1488.0,11.902832079622597,61.34169374584495
vsl,6300,FW_W__seg10,120.0,120,1569.2945392994002,978.0,4.155081680849177,116.06676125980607
vsl,6300,FW_W__seg15,120.0,120,4263.717808949101,768.0,3.05224518264851,119.40724594759398
vsl,6450,FW_E__seg0,60.0,74,40.0,1914.0,31.313927094875428,32.2786230775782
vsl,6450,FW_E__seg5,80.0,2,48.18555656496521,1986.0,15.652424338387425,60.92131659905871
vsl,6450,FW_E__seg10,120.0,2,2652.0273490354593,1722.0,10.391214194990612,81.73750822231817
vsl,6450,FW_E__seg15,120.0,24,652.704139739827,2000.0,11.717123355555332,89.39800078252865
vsl,6450,FW_W__seg0,60.0,26,40.0,1384.0,43.36846431689517,28.2527096760683
vsl,6450,FW_W__seg5,120.0,26,2694.4232696497,1400.0,10.774874966510767,61.56991484442227
vsl,6450,FW_W__seg10,120.0,120,1569.2945392994002,1074.0,4.7040886833631195,114.78599166356845
vsl,6450,FW_W__seg15,120.0,120,4263.717808949101,696.0,2.84981696067317,119.90726415171676
vsl,6600,FW_E__seg0,60.0,74,40.0,1860.0,32.856227064042976,30.61480604835947
vsl,6600,FW_E__seg5,80.0,2,48.18555656496521,1824.0,14.612116941992126,61.11781219006847
vsl,6600,FW_E__seg10,120.0,2,2652.0273490354593,1776.0,10.934521366342205,81.03505412593829
vsl,6600,FW_E__seg15,120.0,24,652.704139739827,2192.0,11.796244890874966,92.45189465498649
vsl,6600,FW_W__seg0,60.0,26,40.0,1504.0,38.82137548913203,29.606080380930912
vsl,6600,FW_W__seg5,120.0,26,2694.4232696497,1344.0,13.34932875863408,56.162349480978264
vsl,6600,FW_W__seg10,120.0,120,1569.2945392994002,900.0,3.681077879244785,117.37225503147972
vsl,6600,FW_W__seg15,120.0,120,4263.717808949101,774.0,3.2144531176220905,119.17013045359708
vsl,6750,FW_E__seg0,60.0,74,40.0,1824.0,32.474864795195245,30.03261135600717
vsl,6750,FW_E__seg5,80.0,2,48.18555656496521,1908.0,15.4270348301348,61.105753785362076
vsl,6750,FW_E__seg10,120.0,2,2652.0273490354593,1758.0,10.59572389649896,82.39000650901833
vsl,6750,FW_E__seg15,120.0,24,652.704139739827,2296.0,11.570839431823734,100.08810185845745
vsl,6750,FW_W__seg0,60.0,26,40.0,1384.0,40.34385100829927,27.170825432854937
vsl,6750,FW_W__seg5,120.0,26,2694.4232696497,1448.0,11.658871426666186,61.32740568342509
vsl,6750,FW_W__seg10,120.0,120,1569.2945392994002,1104.0,4.677106401104862,115.06365934193066
vsl,6750,FW_W__seg15,120.0,120,4263.717808949101,816.0,3.35966063423477,118.53089692264007
vsl,6900,FW_E__seg0,60.0,74,40.0,1734.0,24.000911299947127,39.35452155743925
vsl,6900,FW_E__seg5,80.0,2,48.18555656496521,1836.0,15.011381986007876,61.10739197292076
vsl,6900,FW_E__seg10,80.0,2,2652.0273490354593,1830.0,11.863881407335192,77.85531241277556
vsl,6900,FW_E__seg15,120.0,24,652.704139739827,2216.0,10.9118679826856,104.21132295406304
vsl,6900,FW_W__seg0,60.0,26,40.0,1328.0,44.760798786495,28.090513054857933
vsl,6900,FW_W__seg5,120.0,26,2694.4232696497,1280.0,11.6921400668816,55.74195556981757
vsl,6900,FW_W__seg10,120.0,120,1569.2945392994002,876.0,3.7439934839340023,115.9277204096641
vsl,6900,FW_W__seg15,120.0,120,4263.717808949101,756.0,3.137832441513508,117.67972582463206
vsl,7050,FW_E__seg0,120.0,74,40.0,1404.0,12.7598130491639,52.554686286285246
vsl,7050,FW_E__seg5,80.0,2,48.18555656496521,1836.0,14.449057970732701,61.33171279088806
vsl,7050,FW_E__seg10,120.0,2,2652.0273490354593,1698.0,10.548261728536486,80.50106833765729
vsl,7050,FW_E__seg15,120.0,24,652.704139739827,1800.0,10.134647010316458,92.02475854425795
vsl,7050,FW_W__seg0,60.0,26,40.0,1384.0,42.3468902431108,28.263610189271766
vsl,7050,FW_W__seg5,120.0,26,2694.4232696497,1296.0,11.604354644329367,56.98177841149369
vsl,7050,FW_W__seg10,120.0,120,1569.2945392994002,894.0,3.800021191954365,114.18277493613284
vsl,7050,FW_W__seg15,120.0,120,4263.717808949101,564.0,2.32473164862407,118.74645786468095
vsl,7200,FW_E__seg0,120.0,74,40.0,1050.0,9.955581393916528,52.95438430642647
vsl,7200,FW_E__seg5,80.0,2,48.18555656496521,1902.0,13.583409669178724,67.61102202280115
vsl,7200,FW_E__seg10,80.0,2,2652.0273490354593,1698.0,10.888598280176481,78.88217952544687
vsl,7200,FW_E__seg15,120.0,24,652.704139739827,2376.0,13.3043585231024,89.40089779989586
vsl,7200,FW_W__seg0,60.0,26,40.0,1272.0,41.8019047450486,24.554041890999805
vsl,7200,FW_W__seg5,120.0,26,2694.4232696497,1424.0,11.348638980363217,60.75324488941392
vsl,7200,FW_W__seg10,120.0,120,1569.2945392994002,936.0,4.03820013453818,117.90747610458054
vsl,7200,FW_W__seg15,120.0,120,4263.717808949101,714.0,3.0161156299517575,117.92551600655035
vsl,7350,FW_E__seg0,120.0,74,40.0,1242.0,11.475411721393126,52.625871848738626
vsl,7350,FW_E__seg5,120.0,2,48.18555656496521,1200.0,5.506614861060378,107.28073269169897
vsl,7350,FW_E__seg10,120.0,2,2652.0273490354593,1836.0,10.45545358311542,82.36066236405584
vsl,7350,FW_E__seg15,120.0,24,652.704139739827,1984.0,11.366827745900068,89.12177485338482
vsl,7350,FW_W__seg0,60.0,26,40.0,1216.0,46.06287624821933,23.26563564502379
vsl,7350,FW_W__seg5,120.0,26,2694.4232696497,1328.0,11.017976372530613,60.9507767125856
vsl,7350,FW_W__seg10,120.0,120,1569.2945392994002,864.0,3.5238101003623075,117.58436911740789
vsl,7350,FW_W__seg15,120.0,120,4263.717808949101,744.0,3.1988086931092097,118.32025317679407
vsl,7500,FW_E__seg0,120.0,74,40.0,1230.0,12.145990357688401,52.10677330794094
vsl,7500,FW_E__seg5,120.0,2,48.18555656496521,1200.0,5.427159734970402,111.73782259132153
vsl,7500,FW_E__seg10,120.0,2,2652.0273490354593,1368.0,7.506972206854348,93.06877294433018
vsl,7500,FW_E__seg15,120.0,24,652.704139739827,2336.0,13.075875399645435,87.7866948184503
vsl,7500,FW_W__seg0,60.0,26,40.0,1360.0,43.42537888428367,26.47808267131095
vsl,7500,FW_W__seg5,120.0,26,2694.4232696497,1328.0,10.694311522601351,61.32227629958205
vsl,7500,FW_W__seg10,120.0,120,1569.2945392994002,1008.0,4.624595321771375,114.97560047458003
vsl,7500,FW_W__seg15,120.0,120,4263.717808949101,618.0,2.664871331362855,117.70666328474933
vsl,7650,FW_E__seg0,120.0,74,40.0,1398.0,13.22163221367065,51.89053247708667
vsl,7650,FW_E__seg5,120.0,2,48.18555656496521,1200.0,5.3490409693059275,111.73779214794956
vsl,7650,FW_E__seg10,120.0,2,2652.0273490354593,1494.0,8.187147265206384,96.12291933457401
vsl,7650,FW_E__seg15,120.0,24,652.704139739827,1696.0,7.71692390115633,109.18866318870738
vsl,7650,FW_W__seg0,60.0,26,40.0,1432.0,38.888884218684204,26.822479135464114
vsl,7650,FW_W__seg5,120.0,26,2694.4232696497,1344.0,10.970174338998973,60.879173650818174
vsl,7650,FW_W__seg10,120.0,120,1569.2945392994002,822.0,3.3578950541383925,116.44763637242328
vsl,7650,FW_W__seg15,120.0,120,4263.717808949101,756.0,3.28508558931033,117.61211303687196
vsl,7800,FW_E__seg0,120.0,74,40.0,1278.0,11.6979552175299,53.01103047120656
vsl,7800,FW_E__seg5,120.0,2,48.18555656496521,1464.0,6.42811989713878,110.58523940603908
vsl,7800,FW_E__seg10,120.0,2,2652.0273490354593,1380.0,7.065494406597088,98.79737601765468
vsl,7800,FW_E__seg15,120.0,24,652.704139739827,1536.0,6.881173544398647,114.85530789875467
vsl,7800,FW_W__seg0,60.0,26,40.0,1344.0,42.84565136628024,24.86204298502729
vsl,7800,FW_W__seg5,120.0,26,2694.4232696497,1344.0,10.825903811196381,61.75135649869561
vsl,7800,FW_W__seg10,120.0,120,1569.2945392994002,834.0,3.857800533788348,114.21666203012195
vsl,7800,FW_W__seg15,120.0,120,4263.717808949101,600.0,2.488007988194745,118.11020044684173
vsl,7950,FW_E__seg0,120.0,74,40.0,1176.0,10.893580137755917,52.8115766852445
vsl,7950,FW_E__seg5,120.0,2,48.18555656496521,1254.0,5.4346620280412745,114.01807355130525
vsl,7950,FW_E__seg10,120.0,2,2652.0273490354593,1284.0,6.4817820444155165,101.86724852101597
vsl,7950,FW_E__seg15,120.0,24,652.704139739827,1672.0,7.33702473767368,112.04942656001283
vsl,7950,FW_W__seg0,60.0,26,40.0,1504.0,40.235990953959366,29.06271685975197
vsl,7950,FW_W__seg5,120.0,26,2694.4232696497,1376.0,11.165275702002768,60.947447901935234
vsl,7950,FW_W__seg10,120.0,120,1569.2945392994002,906.0,3.8143498044462403,116.22667106833771
vsl,7950,FW_W__seg15,120.0,120,4263.717808949101,630.0,2.69127828258919,118.97867587032094
vsl,8100,FW_E__seg0,120.0,74,40.0,1308.0,12.529153195339799,51.91779401216403
vsl,8100,FW_E__seg5,120.0,2,48.18555656496521,1230.0,5.338743118649255,111.12314152006431
vsl,8100,FW_E__seg10,120.0,2,2652.0273490354593,1356.0,6.457354831354296,105.13340973827717
vsl,8100,FW_E__seg15,120.0,24,652.704139739827,1736.0,7.377103796443163,113.8463658976009
vsl,8100,FW_W__seg0,60.0,26,40.0,1264.0,44.12662109325131,22.59187048227636
vsl,8100,FW_W__seg5,120.0,26,2694.4232696497,1392.0,11.66988514570987,60.77986277021118
vsl,8100,FW_W__seg10,120.0,120,1569.2945392994002,1068.0,4.80904320501816,112.59336734963837
vsl,8100,FW_W__seg15,120.0,120,4263.717808949101,702.0,3.072435259086185,117.13844166117836
vsl,8250,FW_E__seg0,120.0,74,40.0,1068.0,10.076540517621929,53.30336901779011
vsl,8250,FW_E__seg5,120.0,2,48.18555656496521,1236.0,5.59029109093704,110.68759604024724
vsl,8250,FW_E__seg10,120.0,2,2652.0273490354593,1182.0,5.57415534218754,106.56441514594033
vsl,8250,FW_E__seg15,120.0,24,652.704139739827,1768.0,7.9439408468296575,110.8269517180502
vsl,8250,FW_W__seg0,60.0,26,40.0,1328.0,44.0857805961243,25.32579876639335
vsl,8250,FW_W__seg5,120.0,26,2694.4232696497,1312.0,11.565086432190961,57.34275328463605
vsl,8250,FW_W__seg10,120.0,120,1569.2945392994002,1008.0,4.528253560618452,113.02751260202562
vsl,8250,FW_W__seg15,120.0,120,4263.717808949101,714.0,3.1585405380964646,117.1705098947748
vsl,8400,FW_E__seg0,120.0,74,40.0,1224.0,12.068957559014926,52.07061638604777
vsl,8400,FW_E__seg5,120.0,2,48.18555656496521,1128.0,5.132129519706222,112.33749958194463
vsl,8400,FW_E__seg10,120.0,2,2652.0273490354593,1056.0,4.83539199330168,109.87524818461064
vsl,8400,FW_E__seg15,120.0,24,652.704139739827,1464.0,6.720922128873106,112.25964378442866
vsl,8400,FW_W__seg0,60.0,26,40.0,1456.0,43.80778577201644,29.452725641499065
vsl,8400,FW_W__seg5,120.0,26,2694.4232696497,1448.0,11.499148386062396,61.57952067032873
vsl,8400,FW_W__seg10,120.0,120,1569.2945392994002,768.0,3.37185303850981,115.63712224556778
vsl,8400,FW_W__seg15,120.0,120,4263.717808949101,666.0,2.826904071900005,119.9817285979467
vsl,8550,FW_E__seg0,120.0,74,40.0,1344.0,12.790437358997151,52.4037788148666
vsl,8550,FW_E__seg5,120.0,2,48.18555656496521,1284.0,5.587976764505447,113.81306020411931
vsl,8550,FW_E__seg10,120.0,2,2652.0273490354593,1230.0,5.812788253613703,108.70283739593874
vsl,8550,FW_E__seg15,120.0,24,652.704139739827,1472.0,6.229928409505839,115.61856472085239
vsl,8550,FW_W__seg0,60.0,26,40.0,1416.0,41.41786814700767,28.16902432854024
vsl,8550,FW_W__seg5,120.0,26,2694.4232696497,1360.0,10.627532571458971,61.659187796774795
vsl,8550,FW_W__seg10,120.0,120,1569.2945392994002,870.0,3.890096515031215,115.61921847140691
vsl,8550,FW_W__seg15,120.0,120,4263.717808949101,672.0,2.88669338570075,120.04313778200549
vsl,8700,FW_E__seg0,120.0,74,40.0,1152.0,11.27358899391605,52.19799533331963
vsl,8700,FW_E__seg5,120.0,2,48.18555656496521,1314.0,6.029079076769563,113.29966617081716
vsl,8700,FW_E__seg10,120.0,2,2652.0273490354593,1344.0,6.87034859080824,101.43471276498073
vsl,8700,FW_E__seg15,120.0,24,652.704139739827,1456.0,6.637358686981841,112.14325708926681
vsl,8700,FW_W__seg0,60.0,26,40.0,1304.0,39.61488616741047,26.127285262360708
vsl,8700,FW_W__seg5,120.0,26,2694.4232696497,1272.0,13.3820333236635,56.506753610916554
vsl,8700,FW_W__seg10,120.0,120,1569.2945392994002,906.0,3.8636587474263724,115.53030587985943
vsl,8700,FW_W__seg15,120.0,120,4263.717808949101,582.0,2.51513461998343,120.16556989325616
vsl,8850,FW_E__seg0,120.0,74,40.0,1212.0,11.439307908055426,52.223001735421896
vsl,8850,FW_E__seg5,120.0,2,48.18555656496521,1074.0,4.744921567998755,113.56321814034206
vsl,8850,FW_E__seg10,120.0,2,2652.0273490354593,1110.0,5.156742070752602,110.7895360405219
vsl,8850,FW_E__seg15,120.0,24,652.704139739827,1752.0,7.942346633664747,112.97851084807702
vsl,8850,FW_W__seg0,60.0,26,40.0,1472.0,38.205024389125,25.77787888097432
vsl,8850,FW_W__seg5,120.0,26,2694.4232696497,1232.0,12.423576695069698,54.08945834776756
vsl,8850,FW_W__seg10,120.0,120,1569.2945392994002,804.0,3.594784572702402,113.50218977116442
vsl,8850,FW_W__seg15,120.0,120,4263.717808949101,678.0,2.9198108639609175,118.9103067250103
both,900,FW_E__seg0,60.0,74,40.0,1632.0,17.453034872351424,48.5496049755414
both,900,FW_E__seg5,120.0,2,48.18555656496521,1842.0,8.51713519597671,108.70654233454016
both,900,FW_E__seg10,120.0,2,2652.0273490354593,1704.0,8.292388860703966,102.19396910666183
both,900,FW_E__seg15,120.0,24,652.704139739827,1920.0,9.175265171389578,106.40696320556707
both,900,FW_W__seg0,60.0,26,40.0,1440.0,42.164744131635864,26.655313083898182
both,900,FW_W__seg5,120.0,26,2694.4232696497,1504.0,8.679499396847246,91.52059878276333
both,900,FW_W__seg10,120.0,120,1569.2945392994002,1032.0,4.504151350261635,116.2299004038471
both,900,FW_W__seg15,120.0,120,4263.717808949101,810.0,3.397753407201825,121.47888053325381
both,1050,FW_E__seg0,60.0,74,40.0,1956.0,30.571832420906652,33.93399034162356
both,1050,FW_E__seg5,120.0,2,48.18555656496521,1110.0,6.8281249981715755,88.18029210804993
both,1050,FW_E__seg10,120.0,2,2652.0273490354593,1584.0,9.422636976767604,89.39754438354808
both,1050,FW_E__seg15,120.0,24,652.704139739827,2104.0,9.883524808485406,106.14217971635391
both,1050,FW_W__seg0,60.0,26,40.0,1448.0,40.253497858868464,27.402364443561368
both,1050,FW_W__seg5,120.0,26,2694.4232696497,1272.0,9.314189865973951,70.73172424256524
both,1050,FW_W__seg10,120.0,120,1569.2945392994002,924.0,3.84579251006415,116.54688932561996
both,1050,FW_W__seg15,120.0,120,4263.717808949101,888.0,3.599456504639488,118.8235163066965
both,1200,FW_E__seg0,60.0,74,40.0,1938.0,31.820528579755425,32.638598349547046
both,1200,FW_E__seg5,80.0,2,48.18555656496521,1632.0,12.94286202062207,60.884430883940375
both,1200,FW_E__seg10,120.0,2,2652.0273490354593,918.0,4.580103418350775,107.3989181331616
both,1200,FW_E__seg15,120.0,24,652.704139739827,1912.0,9.036640631614185,110.14405811171147
both,1200,FW_W__seg0,60.0,26,40.0,1536.0,37.56325672244573,29.151869141941564
both,1200,FW_W__seg5,120.0,26,2694.4232696497,1376.0,11.278279686877317,61.20354422984541
both,1200,FW_W__seg10,120.0,120,1569.2945392994002,1032.0,4.5755823759173255,112.16834528888968
both,1200,FW_W__seg15,120.0,120,4263.717808949101,576.0,2.3312560114814627,121.0002921312312
both,1350,FW_E__seg0,60.0,74,40.0,1860.0,31.9729133226342,31.877301246175204
both,1350,FW_E__seg5,80.0,2,48.18555656496521,1944.0,15.5574151859766,60.797129693657645
both,1350,FW_E__seg10,120.0,2,2652.0273490354593,1500.0,8.010047828643467,90.9329094363551
both,1350,FW_E__seg15,120.0,24,652.704139739827,1688.0,7.6367950754322935,112.16276754386855
both,1350,FW_W__seg0,60.0,26,40.0,1440.0,43.587508106537435,27.132201142243513
both,1350,FW_W__seg5,120.0,26,2694.4232696497,1520.0,11.627273140810983,61.33453339759021
both,1350,FW_W__seg10,120.0,120,1569.2945392994002,1236.0,5.271445533148325,114.70466411751853
both,1350,FW_W__seg15,120.0,120,4263.717808949101,882.0,3.9944638313847474,116.67334616539995
both,1500,FW_E__seg0,60.0,74,40.0,1920.0,31.511356220487674,32.039028343523846
both,1500,FW_E__seg5,80.0,2,48.18555656496521,1866.0,15.091341764194926,60.6592810252389
both,1500,FW_E__seg10,120.0,2,2652.0273490354593,1764.0,10.27853815962313,82.79843534832094
both,1500,FW_E__seg15,120.0,24,652.704139739827,2000.0,8.866475309266656,109.64972697736543
both,1500,FW_W__seg0,60.0,26,40.0,1536.0,39.87317021559653,28.319021355885308
both,1500,FW_W__seg5,120.0,26,2694.4232696497,1488.0,11.874057481099868,61.924932902649694
both,1500,FW_W__seg10,120.0,120,1569.2945392994002,1158.0,4.891419610343918,113.64634126006001
both,1500,FW_W__seg15,120.0,120,4263.717808949101,990.0,4.043919503609949,116.75985411099643
both,1650,FW_E__seg0,60.0,74,40.0,1944.0,31.421498399213526,33.152115514693484
both,1650,FW_E__seg5,80.0,2,48.18555656496521,1968.0,15.983882399035476,60.49286914786092
both,1650,FW_E__seg10,120.0,2,2652.0273490354593,1782.0,10.89182795114016,81.07217218442264
both,1650,FW_E__seg15,120.0,24,652.704139739827,2296.0,11.169759597909,101.55227709502867
both,1650,FW_W__seg0,60.0,26,40.0,1552.0,36.11022445567941,26.878100464068442
both,1650,FW_W__seg5,120.0,26,2694.4232696497,1432.0,11.10683183109885,61.22363153706167
both,1650,FW_W__seg10,120.0,120,1569.2945392994002,1290.0,5.980628942324148,111.13283625207644
both,1650,FW_W__seg15,120.0,120,4263.717808949101,1116.0,5.015521837824692,114.04209806571163
both,1800,FW_E__seg0,60.0,74,40.0,1998.0,29.8278207414252,34.21019356784245
both,1800,FW_E__seg5,80.0,2,48.18555656496521,1872.0,14.981649958897126,60.53621134626574
both,1800,FW_E__seg10,120.0,2,2652.0273490354593,1734.0,10.65759032836312,81.8010522850646
both,1800,FW_E__seg15,120.0,24,652.704139739827,2112.0,10.144380043603016,105.1317638688281
both,1800,FW_W__seg0,60.0,26,40.0,1368.0,41.675211621697265,25.956099379589777
both,1800,FW_W__seg5,120.0,26,2694.4232696497,1456.0,11.369398893705503,61.61585110777333
both,1800,FW_W__seg10,120.0,120,1569.2945392994002,1260.0,5.366648792722358,113.94305462953899
both,1800,FW_W__seg15,120.0,120,4263.717808949101,1026.0,4.351369362661163,114.68709886416613
both,1950,FW_E__seg0,60.0,74,40.0,1896.0,31.907049435856372,30.781853543225385
both,1950,FW_E__seg5,80.0,2,48.18555656496521,2040.0,16.3120903351204,60.72384950543873
both,1950,FW_E__seg10,120.0,2,2652.0273490354593,1764.0,10.282138073593117,82.50422946647397
both,1950,FW_E__seg15,120.0,24,652.704139739827,2320.0,11.781715644698167,98.07426934022783
both,1950,FW_W__seg0,60.0,26,40.0,1360.0,42.4598029481722,25.804994631181003
both,1950,FW_W__seg5,120.0,26,2694.4232696497,1360.0,10.675737208662774,60.3696583900716
both,1950,FW_W__seg10,120.0,120,1569.2945392994002,1170.0,5.235901102904225,114.77128975964398
both,1950,FW_W__seg15,120.0,120,4263.717808949101,978.0,4.025127134357005,117.77395482093107
both,2100,FW_E__seg0,60.0,74,40.0,1974.0,29.59392304648995,34.73369363195694
both,2100,FW_E__seg5,80.0,2,48.18555656496521,1860.0,14.65572859993905,60.73052914593056
both,2100,FW_E__seg10,120.0,2,2652.0273490354593,1806.0,10.533482661083267,82.92139258743161
both,2100,FW_E__seg15,120.0,24,652.704139739827,2432.0,11.579152997568599,102.83919339840723
both,2100,FW_W__seg0,60.0,26,40.0,1464.0,41.481801784377666,28.637943407982938
both,2100,FW_W__seg5,120.0,26,2694.4232696497,1304.0,11.936468718037693,56.81955178761368
both,2100,FW_W__seg10,120.0,120,1569.2945392994002,1098.0,4.683159385246893,114.88978328187217
both,2100,FW_W__seg15,120.0,120,4263.717808949101,822.0,3.539273504517953,117.56949025390642
both,2250,FW_E__seg0,60.0,74,40.0,1968.0,29.240898296612727,35.46140269207654
both,2250,FW_E__seg5,80.0,2,48.18555656496521,1980.0,16.138449090122226,60.646145610666245
both,2250,FW_E__seg10,120.0,2,2652.0273490354593,1854.0,11.267704401805764,82.20661606320955
both,2250,FW_E__seg15,120.0,24,652.704139739827,2288.0,10.197312156172313,109.15224513685853
both,2250,FW_W__seg0,60.0,26,40.0,1512.0,42.45460559291967,28.206727299533114
both,2250,FW_W__seg5,120.0,26,2694.4232696497,1448.0,11.953418848416385,60.645732710796516
both,2250,FW_W__seg10,120.0,120,1569.2945392994002,1218.0,5.4678561694870025,111.66494498470452
both,2250,FW_W__seg15,120.0,120,4263.717808949101,930.0,3.8279193911595204,118.65450463525211
both,2400,FW_E__seg0,60.0,74,40.0,1908.0,31.46449710354225,32.43589560771063
both,2400,FW_E__seg5,80.0,2,48.18555656496521,1914.0,15.281783964176073,60.906323891314194
both,2400,FW_E__seg10,120.0,2,2652.0273490354593,1872.0,11.37403036952799,81.27370581257033
both,2400,FW_E__seg15,120.0,24,652.704139739827,2384.0,11.395274031004165,102.90656905727197
both,2400,FW_W__seg0,60.0,26,40.0,1464.0,39.000236476530866,28.343745031899832
both,2400,FW_W__seg5,120.0,26,2694.4232696497,1360.0,12.576302245462124,55.44210935833188
both,2400,FW_W__seg10,120.0,120,1569.2945392994002,1344.0,6.096744225977845,108.39133201071607
both,2400,FW_W__seg15,120.0,120,4263.717808949101,1038.0,4.438481290425628,116.6485602708336
both,2550,FW_E__seg0,60.0,74,40.0,1818.0,33.321609416493146,30.492636187135982
both,2550,FW_E__seg5,80.0,2,48.18555656496521,1968.0,15.896850229057852,60.586001195322666
both,2550,FW_E__seg10,120.0,2,2652.0273490354593,1746.0,10.230001604164213,83.3180954779235
both,2550,FW_E__seg15,120.0,24,652.704139739827,2264.0,11.365152734188767,100.28400633800516
both,2550,FW_W__seg0,60.0,26,40.0,1416.0,42.125491636195434,28.588342127104333
both,2550,FW_W__seg5,120.0,26,2694.4232696497,1520.0,11.859815237438175,61.73099267954711
both,2550,FW_W__seg10,120.0,120,1569.2945392994002,1086.0,4.7445198191205575,113.07484839198217
both,2550,FW_W__seg15,120.0,120,4263.717808949101,918.0,3.796803009076235,116.641497173337
both,2700,FW_E__seg0,60.0,74,40.0,1824.0,32.411411081463505,30.23389430736286
both,2700,FW_E__seg5,80.0,2,48.18555656496521,1842.0,14.7087157211122,61.311009879525265
both,2700,FW_E__seg10,80.0,2,2652.0273490354593,1854.0,11.61213714495859,79.8972326776375
both,2700,FW_E__seg15,120.0,24,652.704139739827,2456.0,13.639712860775402,90.66567505078719
both,2700,FW_W__seg0,60.0,26,40.0,1440.0,43.36042154504357,27.775684818920254
both,2700,FW_W__seg5,120.0,26,2694.4232696497,1456.0,11.852375522376091,61.12490616359273
both,2700,FW_W__seg10,120.0,120,1569.2945392994002,1362.0,6.0518281787737855,113.0841441486343
both,2700,FW_W__seg15,120.0,120,4263.717808949101,1086.0,4.7117184224921855,116.14028357459561
both,2850,FW_E__seg0,60.0,74,40.0,2010.0,29.686016758268153,34.695203656329994
both,2850,FW_E__seg5,80.0,2,48.18555656496521,1830.0,14.9402613852898,60.870263241843816
both,2850,FW_E__seg10,80.0,2,2652.0273490354593,1908.0,11.890636371170515,79.99525759277971
both,2850,FW_E__seg15,120.0,24,652.704139739827,2208.0,12.314292645554866,91.5126995508166
both,2850,FW_W__seg0,60.0,26,40.0,1488.0,41.0645501363713,28.247479319035158
both,2850,FW_W__seg5,120.0,26,2694.4232696497,1472.0,11.784060851207407,61.4761337918302
both,2850,FW_W__seg10,120.0,120,1569.2945392994002,1338.0,5.812718841732223,110.64452785113875
both,2850,FW_W__seg15,120.0,120,4263.717808949101,942.0,3.86144842803299,116.78543838621857
both,3000,FW_E__seg0,60.0,74,40.0,1926.0,30.6984029476278,33.53233550152036
both,3000,FW_E__seg5,80.0,2,48.18555656496521,1992.0,16.171901034663748,60.77840066144586
both,3000,FW_E__seg10,80.0,2,2652.0273490354593,1782.0,11.338043704011644,79.00360888316561
both,3000,FW_E__seg15,120.0,24,652.704139739827,2288.0,13.956736532327566,81.31495669461468
both,3000,FW_W__seg0,60.0,26,40.0,1432.0,42.097513713174436,26.11166796607474
both,3000,FW_W__seg5,120.0,26,2694.4232696497,1416.0,10.872695434229847,61.85651715768403
both,3000,FW_W__seg10,120.0,120,1569.2945392994002,1380.0,6.262289985202055,111.20751643609636
both,3000,FW_W__seg15,120.0,120,4263.717808949101,1182.0,4.916575718026242,116.32369540154994
both,3150,FW_E__seg0,60.0,74,40.0,1920.0,31.82019354367843,32.86972044909064
both,3150,FW_E__seg5,80.0,2,48.18555656496521,1944.0,16.011368332888274,60.729469124554385
both,3150,FW_E__seg10,80.0,2,2652.0273490354593,1806.0,11.644136292208803,78.8966572607166
both,3150,FW_E__seg15,120.0,24,652.704139739827,2264.0,13.929054703979935,82.14629694920275
both,3150,FW_W__seg0,60.0,26,40.0,1176.0,50.36047548002551,28.087365693036965
both,3150,FW_W__seg5,120.0,26,2694.4232696497,1408.0,11.455785278585104,60.624467002139454
both,3150,FW_W__seg10,120.0,120,1569.2945392994002,1332.0,5.857215595940205,112.2801159305373
both,3150,FW_W__seg15,120.0,120,4263.717808949101,996.0,4.28599917679499,115.82061091293035
both,3300,FW_E__seg0,60.0,74,40.0,1818.0,33.191919775722326,30.577662086760167
both,3300,FW_E__seg5,80.0,2,48.18555656496521,1902.0,15.297021654978526,61.165682349082864
